Header,Index_number,Seconds_UTC,Pressure_hPa,Altitude_km,Temp_degC,RawTemp_degC,Theta_K,RH_percent,Frostpoint_degC,InternalTemp_degC,Ozonecurrent_uA,Ozone_mPa,Ozone_ppmv,PumpTemp_degC,OzoneBattery_V,PumpCurrent_mA,Latitude_deg,Longitude_deg,GPSAltitude_km,WindSpeed_mps,WindDirection_deg
"53, 1001",1,62134,1016.99,0.004,29.52,29.66,301.217,56.2,19.879,48.17,1.967,7.6813,0.0755,44.91,17.1,72,39.24223,-76.3628,0.01,NaN,NaN
"Sullivan, John T.",2,62135,1016.97,0.0042,29.3043,29.4443,301.0043,56.1706,19.6702,48.17,1.9837,7.74875,0.0762,44.91,17.1,72,39.24223,-76.3628,0.01,NaN,NaN
NASA/GSFC,3,62136,1017.03,0.0036,29.4756,29.6156,301.1696,56.1965,19.8371,48.1692,1.9972,7.80337,0.0767,44.91,17.1,72,39.24223,-76.3628,0.01,0.4726,167.6411
"Ozonesondes - Electrochemical Concentration Cell (En-Sci), iMet-1-RSB Radiosondes",4,62137,1017.02,0.0037,30.0387,30.1787,301.7308,56.847,20.5468,48.0916,2.0137,7.87026,0.0774,44.91,17.1,72,39.24223,-76.3628,0.01,0.7348,179.7577
OWLETS-2,5,62138,1016.9,0.0048,30,30.14,301.703,57.02,20.56,48.14,2.025,7.9161,0.0778,44.91,17.1,72,39.24223,-76.3628,0.009,0.74,180
"1,1",6,62139,1016.96,0.0043,30.6149,30.7549,302.3098,57.3178,21.2167,48.1886,2.032,7.94519,0.0781,44.93,17.1,72,39.24223,-76.3628,0.009,0.9445,179.959
"2018, 07, 01, 2019, 02, 28",7,62140,1016.98,0.0041,30.8576,30.9976,302.5496,57.7061,21.5526,48.1207,2.034,7.9547,0.0782,45,17.1,72,39.24223,-76.3628,0.009,1.1678,177.9105
1,8,62141,1017.03,0.0036,30.84,30.98,302.527,57.6,21.507,48.19,2.033,7.9525,0.0782,45.07,17.1,72,39.24223,-76.3628,0.009,1.48,180
"Index_number, number",9,62142,1017.04,0.0036,30.6694,30.8094,302.3565,57.7735,21.3964,48.1396,2.031,7.9444,0.0781,45.07,17.1,72,39.24223,-76.3628,0.009,1.7709,183.3869
20,10,62143,1017,0.0039,30.6403,30.7803,302.3313,57.9483,21.4188,48.1202,2.031,7.9444,0.0781,45.07,17.1,72,39.24223,-76.3628,0.008,2.3146,182.2316
"1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",11,62144,1016.99,0.004,30.54,30.68,302.232,57.74,21.267,48.18,2.034,7.9566,0.0782,45.07,17.1,72,39.24223,-76.3628,0.008,2.62,185.53
"-99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999",12,62145,1016.9,0.0048,29.8677,30.0077,301.5707,57.2103,20.4911,48.1502,2.0412,7.98584,0.0785,45.07,17.1,72,39.24223,-76.3628,0.007,2.6274,185.4842
"Seconds_UTC, s",13,62146,1016.86,0.0051,29.7512,29.8912,301.4581,56.7249,20.2445,48.1599,2.0529,8.03303,0.079,45.07,17.1,72,39.24223,-76.3628,0.007,2.9963,183.1929
"Pressure_hPa, hPa",14,62147,1016.81,0.0056,29.8331,29.9731,301.5441,57.2219,20.4614,48.1308,2.0641,8.07837,0.0794,45.07,17.1,72,39.24223,-76.3628,0.007,3.2013,181.9113
"Altitude_km, km",15,62148,1016.81,0.0056,30.1438,30.2838,301.8528,57.4161,20.8061,48.2084,2.0709,8.10585,0.0797,45.07,17.1,72,39.24223,-76.3628,0.008,3.3275,180.0375
"Temp_degC, degC",16,62149,1016.85,0.0052,30.1599,30.2999,301.8659,57.5091,20.8467,48.2199,2.068,8.09442,0.0796,45.07,17.1,72,39.24224,-76.3628,0.009,3.4587,180
"RawTemp_degC, degC",17,62150,1016.85,0.0052,29.91,30.05,301.617,57.57,20.631,48.22,2.108,8.2563,0.0812,45.07,17.1,72,39.24226,-76.3628,0.014,3.68,178.15
"Theta_K, K",18,62151,1016.6,0.0074,29.3274,29.4674,301.0587,57.0683,19.9477,48.1704,2.1166,8.29107,0.0816,45.07,17.1,71,39.2423,-76.3628,0.0171,3.9125,177.0237
"RH_percent, percent",19,62152,1016.41,0.0091,28.6963,28.8363,300.4461,56.9809,19.3351,48.1898,2.0952,8.20457,0.0807,45.07,17.1,71,39.24235,-76.3628,0.022,4.0387,176.2082
"Frostpoint_degC, degC",20,62153,1016.19,0.011,28.35,28.49,300.12,56.59,18.902,48.18,2.1,8.2239,0.0809,45.07,17.1,71,39.24239,-76.3628,0.026,4.23,176.18
"InternalTemp_degC, degC",21,62154,1015.92,0.0134,27.8042,27.9442,299.5998,54.8296,17.8917,48.1604,2.127,8.33314,0.082,45.07,17.1,71,39.24244,-76.3628,0.0321,4.3608,175.4981
"Ozonecurrent_uA, uA",22,62155,1015.55,0.0166,27.5129,27.6529,299.3406,53.8102,17.3247,48.1798,2.125,8.32528,0.082,45.07,17.1,71,39.2425,-76.3628,0.0379,4.3996,173.9059
"Ozone_mPa, mPa",23,62156,1014.98,0.0216,27.51,27.65,299.386,54.51,17.526,48.15,2.11,8.2645,0.0814,45.07,17.1,71,39.24257,-76.3628,0.044,4.52,173.78
"Ozone_ppmv, ppmv",24,62157,1014.52,0.0256,27.4202,27.5602,299.3351,54.8531,17.542,48.21,2.1081,8.25664,0.0814,45.07,17.1,71,39.24264,-76.3628,0.0501,4.5696,172.3524
"PumpTemp_degC, degC",25,62158,1014,0.0302,27.43,27.57,299.389,55.51,17.74,48.21,2.111,8.2685,0.0815,45.08,17.1,71,39.24271,-76.3628,0.056,4.55,170.97
"OzoneBattery_V, V",26,62159,1013.55,0.0341,27.5108,27.6508,299.5065,55.0757,17.6897,48.2186,2.1205,8.30697,0.0819,45.08,17.1,71,39.24277,-76.3628,0.0601,4.6357,166.751
"PumpCurrent_mA, mA",27,62160,1013.1,0.038,27.5496,27.6896,299.5832,52.8621,17.0771,48.1507,2.1448,8.40532,0.083,45.08,17.1,71,39.24283,-76.3628,0.065,4.4221,164.7995
"Latitude_deg, deg",28,62161,1012.6,0.0424,27.61,27.75,299.686,51.83,16.822,48.18,2.166,8.4914,0.0839,45.08,17.1,72,39.24289,-76.3628,0.07,4.42,164.78
"Longitude_deg, deg",29,62162,1012.05,0.0472,27.7094,27.8494,299.8311,51.5688,16.8341,48.1816,2.1821,8.55651,0.0845,45.08,17.1,72,39.24296,-76.3628,0.0751,4.3116,164.6081
