Header,Index_number,Seconds_UTC,Pressure_hPa,Altitude_km,Temp_degC,Theta_K,RH_percent,H2O_gpkg,Frostpoint_degC,u_mps,v_mps,WindDirection_deg,WindSpeed_mps,Latitude_deg,Longitude_deg,Ozone_mPa,Ozone_ppmv,intO3_DU,resO3_DU,PumpTemp_degC
"51, 1001",1,737243,1010.55,0.052,33.44,305.67,47.8,15.41,20.91,-0.7,-1.66,23,1.8,39.056,-76.876,5.3,52.4,0.01,41.79,304.22
"Sakai, Ricardo K.",2,737243,1010.2,0.055,32.13,304.39,46.47,13.9,19.26,-0.14,0.18,140.72,0.23,39.056,-76.876,5.3,52.4,0.04,41.8,304.26
Howard University - Beltsville,3,737244,1009.63,0.06,32.08,304.4,45.54,13.59,18.9,0.06,0.74,184.87,0.75,39.056,-76.876,5.3,52.5,0.06,41.8,304.26
"Ozonesondes - Electrochemical Concentration Cell (Vaisala), Vaisala RS-92 Radiosondes",4,737245,1009.02,0.066,32.06,304.43,45.59,13.6,18.9,0.18,1.01,190.26,1.03,39.056,-76.876,5.3,52.6,0.09,41.84,304.27
OWLETS-II,5,737246,1008.39,0.072,32.05,304.47,45.99,13.72,19.03,0.25,1.11,192.85,1.14,39.056,-76.876,5.3,52.6,0.12,41.85,304.35
"1,1",6,737247,1007.76,0.077,31.98,304.46,46.39,13.79,19.1,0.31,1.16,194.87,1.2,39.056,-76.876,5.3,52.6,0.14,41.85,304.35
"2018, 07, 01, 2018, 08, 07",7,737248,1007.11,0.083,31.85,304.38,46.79,13.82,19.12,0.36,1.2,196.65,1.25,39.056,-76.876,5.3,52.6,0.17,41.78,304.35
1,8,737249,1006.44,0.089,31.72,304.31,47.27,13.86,19.16,0.42,1.28,198.18,1.34,39.056,-76.876,5.28,52.5,0.2,41.69,304.36
"Index_number, number",9,737250,1005.77,0.095,31.63,304.28,47.74,13.94,19.24,0.48,1.35,199.48,1.44,39.056,-76.876,5.28,52.5,0.22,41.7,304.38
19,10,737251,1005.13,0.101,31.58,304.28,48,13.99,19.28,0.54,1.43,200.55,1.53,39.056,-76.876,5.28,52.6,0.25,41.7,304.38
"1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",11,737252,1004.54,0.106,31.53,304.28,48.06,13.97,19.25,0.59,1.5,201.42,1.61,39.057,-76.876,5.3,52.8,0.27,41.85,304.38
"-99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999",12,737253,1003.95,0.111,31.46,304.27,48.07,13.93,19.19,0.64,1.57,202.13,1.7,39.057,-76.876,5.31,52.9,0.3,41.89,304.38
"Seconds_UTC, s",13,737254,1003.31,0.117,31.39,304.25,48.15,13.9,19.16,0.69,1.64,202.68,1.78,39.057,-76.876,5.31,52.9,0.33,41.89,304.38
"Pressure_hPa, hPa",14,737255,1002.61,0.123,31.32,304.24,48.29,13.9,19.14,0.73,1.71,203.1,1.86,39.057,-76.876,5.35,53.4,0.36,42.23,304.38
"Altitude_km, km",15,737256,1001.88,0.13,31.27,304.26,48.42,13.91,19.14,0.77,1.77,203.38,1.93,39.057,-76.876,5.35,53.4,0.39,42.23,304.38
"Temp_degC, degC",16,737257,1001.18,0.136,31.24,304.28,48.53,13.92,19.15,0.8,1.83,203.54,2,39.057,-76.876,5.35,53.5,0.42,42.23,304.38
"Theta_K, K",17,737258,1000.51,0.142,31.2,304.31,48.71,13.96,19.17,0.82,1.89,203.56,2.06,39.057,-76.876,5.35,53.5,0.45,42.23,304.38
"RH_percent, percent",18,737259,999.84,0.148,31.17,304.33,48.93,14,19.22,0.84,1.95,203.45,2.12,39.057,-76.876,5.33,53.3,0.48,42.06,304.38
"H2O_gpkg, gpkg",19,737260,999.13,0.154,31.13,304.35,49.14,14.04,19.24,0.86,2,203.23,2.18,39.057,-76.876,5.33,53.4,0.51,42.06,304.38
"Frostpoint_degC, degC",20,737261,998.4,0.161,31.06,304.35,49.3,14.04,19.23,0.87,2.05,202.9,2.23,39.057,-76.876,5.33,53.4,0.54,42.06,304.38
"u_mps, mps",21,737262,997.65,0.168,30.98,304.34,49.41,14.02,19.2,0.87,2.1,202.48,2.27,39.057,-76.876,5.32,53.3,0.57,41.94,304.38
"v_mps, mps",22,737263,996.91,0.175,30.91,304.33,49.54,14.01,19.17,0.87,2.15,201.97,2.31,39.057,-76.876,5.33,53.5,0.6,42.06,304.38
"WindDirection_deg, deg",23,737264,996.15,0.181,30.84,304.33,49.72,14.02,19.17,0.86,2.19,201.36,2.35,39.057,-76.876,5.32,53.4,0.63,41.94,304.38
"WindSpeed_mps, mps",24,737265,995.39,0.188,30.79,304.34,49.93,14.05,19.19,0.84,2.23,200.68,2.38,39.057,-76.876,5.33,53.5,0.67,42.04,304.38
"Latitude_deg, deg",25,737266,994.63,0.195,30.74,304.36,50.12,14.07,19.2,0.82,2.27,199.93,2.41,39.057,-76.876,5.33,53.6,0.7,42.06,304.38
"Longitude_deg, deg",26,737267,993.89,0.202,30.69,304.37,50.24,14.07,19.19,0.8,2.3,199.12,2.43,39.057,-76.876,5.34,53.7,0.73,42.14,304.38
"Ozone_mPa, mPa",27,737268,993.17,0.208,30.64,304.39,50.33,14.07,19.19,0.77,2.33,198.25,2.45,39.057,-76.876,5.35,53.8,0.76,42.19,304.38
"Ozone_ppmv, ppmv",28,737269,992.44,0.215,30.62,304.43,50.52,14.12,19.22,0.74,2.36,197.35,2.47,39.057,-76.876,5.36,54,0.79,42.26,304.38
"intO3_DU, DU",29,737270,991.67,0.222,30.61,304.49,50.84,14.21,19.32,0.7,2.38,196.41,2.48,39.057,-76.876,5.36,54,0.82,42.26,304.35
"resO3_DU, DU",30,737271,990.9,0.229,30.6,304.55,51.18,14.31,19.41,0.66,2.4,195.45,2.49,39.057,-76.876,5.36,54.1,0.86,42.3,304.34
"PumpTemp_degC, degC",31,737272,990.15,0.235,30.57,304.58,51.38,14.36,19.45,0.62,2.41,194.48,2.49,39.057,-76.876,5.38,54.3,0.89,42.43,304.33
0,32,737273,989.41,0.242,30.5,304.58,51.43,14.32,19.4,0.58,2.42,193.49,2.49,39.057,-76.876,5.38,54.4,0.92,42.43,304.33
18,33,737274,988.65,0.249,30.38,304.52,51.43,14.23,19.29,0.54,2.43,192.5,2.49,39.057,-76.876,5.38,54.4,0.96,42.44,304.32
"PI_CONTACT_INFO: 7501 Muirkirk Rd, Beltsville, MD 20705, 301-419-9030; email: ricardo.k.sakai@Howard.edu",34,737275,987.86,0.256,30.23,304.44,51.46,14.13,19.16,0.49,2.43,191.52,2.48,39.057,-76.876,5.38,54.5,0.99,42.47,304.3
PLATFORM: Howard University - Beltsville,35,737276,987.04,0.264,30.1,304.38,51.6,14.07,19.08,0.45,2.42,190.57,2.46,39.057,-76.876,5.42,54.9,1.03,42.73,304.28
"LOCATION:  39.056, -76.876, 67 m",36,737277,986.21,0.271,30.01,304.37,51.86,14.08,19.08,0.41,2.41,189.65,2.45,39.057,-76.876,5.42,54.9,1.06,42.73,304.27
ASSOCIATED_DATA: N/A,37,737278,985.43,0.278,29.97,304.39,52.13,14.13,19.12,0.37,2.4,188.77,2.42,39.057,-76.876,5.43,55.1,1.09,42.81,304.27
"INSTRUMENT_INFO: contact Adrian Flores, quanta21@gmail.com",38,737279,984.67,0.285,29.94,304.43,52.35,14.18,19.17,0.33,2.37,187.91,2.4,39.057,-76.876,5.43,55.2,1.13,42.87,304.27
DATA_INFO:  All data 1 Hz interval,39,737280,983.92,0.292,29.91,304.47,52.56,14.23,19.2,0.29,2.34,187.08,2.36,39.057,-76.876,5.46,55.5,1.16,43.09,304.27
"UNCERTAINTY:  10%, See Smit et al., JGR, 2007 for more details",40,737281,983.18,0.299,29.87,304.5,52.77,14.27,19.23,0.25,2.31,186.28,2.32,39.057,-76.876,5.51,56.1,1.19,43.48,304.27
ULOD_FLAG: -77777,41,737282,982.45,0.305,29.83,304.51,52.94,14.28,19.24,0.22,2.27,185.5,2.28,39.057,-76.876,5.51,56.1,1.22,43.48,304.26
ULOD_VALUE: N/A,42,737283,981.72,0.312,29.76,304.51,53.06,14.27,19.21,0.19,2.23,184.76,2.23,39.057,-76.876,5.51,56.1,1.26,43.48,304.25
LLOD_FLAG: -88888,43,737284,980.98,0.319,29.66,304.48,53.21,14.24,19.17,0.15,2.18,184.06,2.18,39.057,-76.876,5.51,56.2,1.29,43.48,304.22
LLOD_VALUE: N/A,44,737285,980.23,0.326,29.56,304.44,53.45,14.23,19.14,0.13,2.12,183.39,2.13,39.057,-76.876,5.51,56.2,1.32,43.47,304.16
"DM_CONTACT_INFO:  Adrian Flores, email: quanta21@gmail.com",45,737286,979.52,0.332,29.47,304.41,53.68,14.23,19.13,0.1,2.06,182.75,2.07,39.057,-76.876,5.46,55.7,1.35,43.06,304.11
"PROJECT_INFO:  NASA OWLETS-II; 06 June-06 July 2018; University of Howard, Beltsville Campus, Beltsville, Maryland, United States of America; https://www-air.larc.nasa.gov/missions/owlets/index.html",46,737287,978.85,0.338,29.39,304.4,53.85,14.22,19.11,0.08,2,182.16,2,39.057,-76.876,5.31,54.3,1.38,41.93,304.1
STIPULATIONS_ON_USE:  Use of these data requires prior approval from Ricardo Sakai (ricardo.k.sakai@Howard.edu,47,737288,978.24,0.344,29.32,304.38,53.86,14.17,19.05,0.05,1.94,181.61,1.94,39.057,-76.876,5.31,54.3,1.4,41.93,304.08
OTHER_COMMENTS: Launch Time: 2018-07-01 17:16:33,48,737289,977.68,0.349,29.24,304.35,53.67,14.06,18.92,0.04,1.87,181.08,1.87,39.057,-76.876,5.31,54.4,1.42,41.93,304.08
REVISION: RA,49,737290,977.15,0.354,29.15,304.31,53.41,13.93,18.76,0.02,1.8,180.59,1.8,39.057,-76.876,5.29,54.1,1.44,41.74,304.07
"RA: These data are interpolated to 1Hz and include a pressure correction described in Stauffer et al. (2014, AMT)",50,737291,976.65,0.358,29.07,304.27,53.21,13.82,18.62,0,1.73,180.11,1.73,39.057,-76.876,5.29,54.2,1.47,41.73,304.01
"Index_number, Seconds_UTC, Pressure_hPa, Altitude_km, Temp_degC, Theta_K, RH_percent, H2O_gpkg, Frostpoint_degC, u_mps, v_mps,  WindDirection_deg, WindSpeed_mps,  Latitude_deg, Longitude_deg, Ozone_mPa, Ozone_ppmv, intO3_DU, resO3_DU, PumpTemp_degC",51,737292,976.14,0.363,28.98,304.22,53.09,13.72,18.51,-0.01,1.66,179.64,1.66,39.057,-76.876,5.29,54.2,1.49,41.72,303.96
,52,737293,975.62,0.368,28.9,304.19,53.05,13.65,18.42,-0.02,1.59,179.17,1.59,39.057,-76.876,5.31,54.5,1.51,41.91,303.96
,53,737294,975.11,0.372,28.84,304.17,53.09,13.62,18.37,-0.03,1.52,178.7,1.52,39.057,-76.876,5.32,54.5,1.53,41.94,303.94
,54,737295,974.61,0.377,28.79,304.17,53.15,13.61,18.35,-0.04,1.44,178.23,1.45,39.057,-76.876,5.33,54.6,1.55,42.02,303.94
,55,737296,974.11,0.382,28.75,304.18,53.23,13.61,18.34,-0.05,1.38,177.76,1.38,39.057,-76.876,5.33,54.8,1.58,42.09,303.94
,56,737297,973.59,0.386,28.7,304.17,53.4,13.62,18.34,-0.06,1.31,177.31,1.31,39.057,-76.876,5.36,55.1,1.6,42.3,303.93
,57,737298,973.03,0.391,28.65,304.17,53.62,13.64,18.36,-0.07,1.24,176.9,1.25,39.057,-76.876,5.37,55.2,1.62,42.36,303.93
,58,737299,972.46,0.397,28.6,304.17,53.76,13.64,18.35,-0.07,1.18,176.56,1.18,39.057,-76.876,5.37,55.3,1.65,42.4,303.93
,59,737300,971.9,0.402,28.56,304.18,53.76,13.62,18.31,-0.07,1.12,176.3,1.13,39.057,-76.876,5.37,55.3,1.67,42.4,303.94
,60,737301,971.36,0.407,28.52,304.19,53.72,13.59,18.27,-0.07,1.07,176.12,1.07,39.057,-76.876,5.37,55.3,1.7,42.4,303.93
,61,737302,970.8,0.412,28.48,304.2,53.76,13.57,18.24,-0.07,1.01,176.03,1.02,39.057,-76.876,5.37,55.4,1.72,42.4,303.9
,62,737303,970.22,0.417,28.44,304.2,53.87,13.57,18.23,-0.07,0.96,176.01,0.96,39.057,-76.876,5.37,55.4,1.75,42.4,303.9
,63,737304,969.64,0.422,28.39,304.21,54.01,13.58,18.23,-0.06,0.91,176.06,0.92,39.057,-76.876,5.36,55.3,1.77,42.3,303.9
,64,737305,969.07,0.428,28.34,304.21,54.18,13.59,18.24,-0.06,0.87,176.23,0.87,39.057,-76.876,5.35,55.3,1.8,42.25,303.9
,65,737306,968.5,0.433,28.29,304.21,54.4,13.61,18.25,-0.05,0.82,176.56,0.83,39.057,-76.876,5.35,55.2,1.82,42.17,303.9
,66,737307,967.94,0.438,28.24,304.21,54.63,13.64,18.27,-0.04,0.78,177.09,0.78,39.057,-76.876,5.33,55.1,1.85,42.04,303.9
,67,737308,967.38,0.443,28.2,304.22,54.77,13.65,18.28,-0.03,0.74,177.88,0.75,39.057,-76.876,5.31,54.9,1.87,41.93,303.89
,68,737309,966.81,0.448,28.16,304.24,54.81,13.64,18.26,-0.01,0.71,178.99,0.71,39.057,-76.876,5.31,55,1.9,41.93,303.89
,69,737310,966.21,0.454,28.13,304.25,54.82,13.62,18.22,0,0.68,180.42,0.68,39.057,-76.876,5.31,55,1.92,41.91,303.9
,70,737311,965.59,0.46,28.07,304.26,54.91,13.61,18.2,0.02,0.65,182.19,0.65,39.057,-76.876,5.3,54.9,1.95,41.84,303.91
,71,737312,965.01,0.465,28.02,304.25,55.07,13.61,18.19,0.05,0.62,184.28,0.62,39.058,-76.876,5.3,54.9,1.97,41.84,303.92
,72,737313,964.45,0.47,27.96,304.25,55.17,13.6,18.18,0.07,0.6,186.65,0.6,39.058,-76.876,5.3,55,2,41.83,303.93
,73,737314,963.91,0.475,27.93,304.26,55.16,13.58,18.14,0.09,0.58,189.3,0.59,39.057,-76.876,5.29,54.9,2.02,41.78,303.96
,74,737315,963.36,0.48,27.9,304.28,55.08,13.54,18.08,0.12,0.56,192.19,0.57,39.057,-76.876,5.29,54.9,2.04,41.76,303.97
,75,737316,962.81,0.485,27.87,304.3,54.95,13.5,18.02,0.15,0.54,195.3,0.56,39.057,-76.876,5.29,55,2.07,41.76,303.99
,76,737317,962.28,0.49,27.84,304.31,54.84,13.45,17.96,0.18,0.53,198.6,0.56,39.058,-76.876,5.29,55,2.09,41.77,304.03
,77,737318,961.77,0.495,27.8,304.32,54.78,13.41,17.91,0.21,0.52,201.97,0.56,39.058,-76.876,5.29,55,2.11,41.73,304.03
,78,737319,961.28,0.499,27.76,304.33,54.82,13.4,17.88,0.24,0.51,205.29,0.57,39.058,-76.876,5.27,54.8,2.13,41.59,304.03
,79,737320,960.78,0.504,27.71,304.32,54.98,13.4,17.88,0.27,0.51,208.42,0.58,39.058,-76.876,5.27,54.9,2.15,41.59,304.03
,80,737321,960.27,0.509,27.64,304.3,55.26,13.43,17.9,0.31,0.51,211.25,0.59,39.058,-76.876,5.27,54.9,2.18,41.59,304.03
,81,737322,959.75,0.514,27.58,304.28,55.61,13.47,17.94,0.34,0.51,213.71,0.61,39.058,-76.876,5.27,54.9,2.2,41.59,304
,82,737323,959.23,0.518,27.52,304.27,55.89,13.5,17.97,0.37,0.51,215.76,0.63,39.058,-76.876,5.27,54.9,2.22,41.58,303.98
,83,737324,958.68,0.523,27.48,304.28,56.04,13.51,17.98,0.4,0.52,217.39,0.65,39.058,-76.876,5.27,55,2.25,41.58,303.97
,84,737325,958.12,0.529,27.45,304.3,56.11,13.51,17.96,0.42,0.53,218.59,0.68,39.058,-76.876,5.26,54.9,2.27,41.52,303.97
,85,737326,957.55,0.534,27.41,304.31,56.16,13.5,17.94,0.45,0.54,219.39,0.7,39.058,-76.876,5.26,55,2.3,41.52,303.97
,86,737327,956.98,0.539,27.35,304.3,56.26,13.49,17.91,0.47,0.56,219.86,0.73,39.058,-76.876,5.26,55,2.32,41.49,303.97
,87,737328,956.41,0.545,27.28,304.29,56.46,13.49,17.91,0.48,0.57,220.03,0.75,39.058,-76.876,5.26,55,2.35,41.48,303.97
,88,737329,955.86,0.55,27.21,304.27,56.8,13.52,17.94,0.5,0.59,219.95,0.77,39.058,-76.876,5.25,54.9,2.37,41.43,303.99
,89,737330,955.33,0.555,27.15,304.25,57.22,13.58,17.99,0.51,0.61,219.65,0.79,39.058,-76.876,5.24,54.9,2.39,41.36,304.04
,90,737331,954.81,0.559,27.09,304.24,57.55,13.62,18.03,0.51,0.63,219.15,0.82,39.058,-76.876,5.23,54.8,2.41,41.27,304.04
,91,737332,954.28,0.564,27.04,304.24,57.74,13.63,18.04,0.52,0.65,218.48,0.83,39.058,-76.876,5.23,54.8,2.44,41.27,304.05
,92,737333,953.74,0.569,26.99,304.24,57.88,13.63,18.03,0.52,0.67,217.65,0.85,39.058,-76.876,5.24,55,2.46,41.36,304.05
,93,737334,953.18,0.575,26.94,304.23,58.08,13.65,18.03,0.52,0.69,216.69,0.87,39.058,-76.876,5.24,55,2.49,41.36,304.05
,94,737335,952.61,0.58,26.88,304.23,58.34,13.67,18.05,0.51,0.71,215.63,0.88,39.058,-76.876,5.23,54.9,2.51,41.27,304.04
,95,737336,952.01,0.585,26.83,304.23,58.62,13.7,18.07,0.5,0.73,214.5,0.89,39.058,-76.876,5.21,54.8,2.54,41.13,304.04
,96,737337,951.38,0.591,26.76,304.22,58.89,13.72,18.09,0.49,0.75,213.34,0.9,39.058,-76.876,5.23,55,2.57,41.26,303.95
,97,737338,950.73,0.597,26.7,304.21,59.16,13.74,18.1,0.48,0.77,212.21,0.91,39.058,-76.876,5.23,55,2.6,41.26,303.95
,98,737339,950.1,0.603,26.64,304.21,59.37,13.75,18.1,0.47,0.78,211.14,0.92,39.058,-76.876,5.21,54.9,2.62,41.13,303.92
,99,737340,949.5,0.609,26.59,304.21,59.51,13.75,18.09,0.46,0.8,210.17,0.92,39.058,-76.876,5.21,54.9,2.65,41.13,303.88
,100,737341,948.91,0.614,26.54,304.22,59.61,13.74,18.07,0.45,0.81,209.36,0.93,39.058,-76.876,5.19,54.7,2.67,40.97,303.87
,101,737342,948.29,0.62,26.5,304.23,59.67,13.73,18.05,0.45,0.81,208.73,0.93,39.058,-76.876,5.19,54.7,2.7,40.94,303.83
,102,737343,947.63,0.626,26.44,304.24,59.72,13.71,18.01,0.44,0.82,208.34,0.93,39.058,-76.876,5.19,54.7,2.73,40.93,303.82
,103,737344,946.94,0.633,26.38,304.24,59.82,13.69,17.98,0.44,0.82,208.23,0.93,39.058,-76.875,5.19,54.8,2.76,40.92,303.8
,104,737345,946.29,0.639,26.32,304.23,59.96,13.68,17.95,0.45,0.83,208.43,0.94,39.058,-76.875,5.18,54.8,2.79,40.91,303.76
,105,737346,945.65,0.645,26.26,304.23,60.14,13.68,17.94,0.46,0.82,208.96,0.94,39.058,-76.875,5.17,54.7,2.82,40.78,303.69
,106,737347,945,0.651,26.19,304.23,60.37,13.69,17.95,0.47,0.82,209.81,0.95,39.058,-76.875,5.15,54.5,2.84,40.64,303.69
,107,737348,944.33,0.657,26.13,304.22,60.62,13.71,17.95,0.49,0.82,210.99,0.96,39.058,-76.875,5.15,54.5,2.87,40.64,303.69
,108,737349,943.69,0.663,26.07,304.23,60.78,13.71,17.94,0.52,0.81,212.49,0.96,39.058,-76.875,5.14,54.5,2.9,40.58,303.68
,109,737350,943.07,0.669,26.04,304.25,60.74,13.68,17.9,0.55,0.81,214.33,0.98,39.058,-76.875,5.15,54.6,2.93,40.64,303.66
,110,737351,942.45,0.675,26.03,304.29,60.45,13.61,17.81,0.59,0.8,216.46,0.99,39.058,-76.876,5.17,54.8,2.95,40.77,303.65
,111,737352,941.79,0.681,26.01,304.34,60.03,13.51,17.69,0.63,0.79,218.87,1.01,39.058,-76.876,5.17,54.8,2.98,40.75,303.65
,112,737353,941.15,0.687,25.98,304.37,59.67,13.42,17.57,0.68,0.77,221.5,1.03,39.058,-76.876,5.15,54.7,3.01,40.64,303.65
,113,737354,940.54,0.693,25.94,304.38,59.47,13.35,17.48,0.74,0.76,224.29,1.06,39.058,-76.876,5.15,54.8,3.03,40.64,303.65
,114,737355,939.97,0.698,25.9,304.39,59.46,13.32,17.43,0.8,0.74,227.18,1.09,39.058,-76.876,5.15,54.8,3.06,40.64,303.66
,115,737356,939.4,0.703,25.84,304.38,59.73,13.34,17.45,0.87,0.73,230.07,1.13,39.058,-76.876,5.15,54.8,3.08,40.64,303.65
,116,737357,938.85,0.708,25.77,304.36,60.2,13.4,17.51,0.94,0.71,232.91,1.17,39.058,-76.876,5.15,54.8,3.1,40.62,303.61
,117,737358,938.3,0.714,25.7,304.34,60.65,13.45,17.56,1.01,0.69,235.65,1.22,39.058,-76.876,5.15,54.9,3.13,40.62,303.61
,118,737359,937.77,0.719,25.65,304.34,60.87,13.47,17.57,1.08,0.67,238.26,1.27,39.058,-76.876,5.13,54.8,3.15,40.51,303.61
,119,737360,937.27,0.723,25.62,304.36,60.69,13.41,17.49,1.15,0.64,240.75,1.32,39.058,-76.875,5.13,54.7,3.17,40.46,303.61
,120,737361,936.78,0.728,25.62,304.4,60.16,13.3,17.35,1.22,0.62,243.1,1.37,39.058,-76.875,5.12,54.7,3.19,40.4,303.52
,121,737362,936.3,0.732,25.61,304.44,59.67,13.19,17.22,1.29,0.59,245.34,1.42,39.058,-76.875,5.11,54.5,3.21,40.28,303.52
,122,737363,935.81,0.737,25.58,304.45,59.63,13.16,17.18,1.35,0.56,247.47,1.46,39.058,-76.875,5.1,54.5,3.23,40.27,303.46
,123,737364,935.29,0.742,25.51,304.43,60.22,13.25,17.27,1.41,0.53,249.52,1.51,39.058,-76.875,5.1,54.6,3.26,40.27,303.46
,124,737365,934.75,0.747,25.41,304.38,61.18,13.39,17.42,1.47,0.49,251.46,1.55,39.058,-76.875,5.1,54.6,3.28,40.28,303.45
,125,737366,934.21,0.752,25.32,304.33,62.01,13.5,17.55,1.52,0.46,253.31,1.59,39.058,-76.875,5.12,54.8,3.3,40.4,303.45
,126,737367,933.68,0.757,25.24,304.31,62.45,13.55,17.59,1.56,0.42,255.08,1.62,39.058,-76.875,5.12,54.9,3.33,40.42,303.46
,127,737368,933.16,0.762,25.2,304.31,62.43,13.52,17.54,1.6,0.37,256.82,1.64,39.058,-76.875,5.12,54.9,3.35,40.42,303.46
,128,737369,932.68,0.767,25.19,304.35,62.01,13.43,17.43,1.63,0.33,258.56,1.66,39.058,-76.875,5.13,55,3.37,40.44,303.46
,129,737370,932.23,0.771,25.19,304.39,61.47,13.31,17.29,1.65,0.28,260.34,1.67,39.058,-76.875,5.14,55.1,3.39,40.53,303.45
,130,737371,931.76,0.775,25.18,304.42,61.05,13.22,17.17,1.66,0.23,262.18,1.68,39.058,-76.875,5.14,55.1,3.41,40.52,303.38
,131,737372,931.23,0.78,25.15,304.44,60.88,13.17,17.1,1.66,0.17,264.08,1.67,39.058,-76.875,5.15,55.3,3.43,40.63,303.23
,132,737373,930.68,0.785,25.12,304.46,60.87,13.15,17.07,1.66,0.12,266.03,1.66,39.058,-76.875,5.15,55.4,3.46,40.66,303.23
,133,737374,930.13,0.791,25.09,304.48,60.9,13.13,17.04,1.65,0.06,268.06,1.65,39.058,-76.875,5.15,55.4,3.48,40.66,303.23
,134,737375,929.58,0.796,25.05,304.5,60.85,13.11,17,1.62,-0,270.17,1.62,39.058,-76.875,5.15,55.4,3.51,40.66,303.23
,135,737376,929.02,0.801,25.02,304.52,60.73,13.06,16.94,1.6,-0.07,272.38,1.6,39.058,-76.875,5.15,55.5,3.53,40.66,303.23
,136,737377,928.46,0.806,24.98,304.53,60.66,13.02,16.88,1.56,-0.13,274.71,1.56,39.058,-76.875,5.15,55.5,3.56,40.64,303.27
,137,737378,927.92,0.812,24.93,304.53,60.73,13,16.85,1.52,-0.19,277.19,1.53,39.058,-76.875,5.15,55.5,3.58,40.62,303.27
,138,737379,927.38,0.817,24.87,304.52,60.89,13,16.84,1.47,-0.25,279.81,1.49,39.058,-76.875,5.14,55.5,3.6,40.57,303.27
,139,737380,926.8,0.822,24.82,304.51,61.16,13.02,16.86,1.42,-0.32,282.6,1.45,39.058,-76.875,5.14,55.5,3.63,40.56,303.27
,140,737381,926.2,0.828,24.75,304.51,61.54,13.06,16.89,1.36,-0.38,285.55,1.41,39.058,-76.875,5.14,55.4,3.66,40.52,303.27
,141,737382,925.59,0.834,24.68,304.49,61.98,13.11,16.94,1.3,-0.44,288.67,1.37,39.058,-76.875,5.12,55.3,3.68,40.41,303.15
,142,737383,925,0.839,24.61,304.48,62.43,13.16,16.99,1.24,-0.5,291.96,1.34,39.058,-76.875,5.1,55.2,3.71,40.25,303.15
,143,737384,924.45,0.844,24.55,304.47,62.85,13.21,17.04,1.18,-0.56,295.39,1.3,39.058,-76.875,5.09,55.1,3.73,40.19,303.15
,144,737385,923.92,0.849,24.51,304.47,63.06,13.23,17.05,1.11,-0.61,298.96,1.27,39.058,-76.875,5.09,55.1,3.75,40.15,303.15
,145,737386,923.4,0.854,24.49,304.5,62.86,13.18,16.98,1.04,-0.67,302.62,1.24,39.058,-76.875,5.07,55,3.77,40.04,303.11
,146,737387,922.88,0.859,24.49,304.55,62.32,13.07,16.84,0.98,-0.72,306.33,1.21,39.058,-76.875,5.08,55,3.8,40.04,303.15
,147,737388,922.37,0.864,24.48,304.59,61.79,12.96,16.7,0.91,-0.77,310.02,1.19,39.058,-76.875,5.08,55,3.82,40.05,303.19
,148,737389,921.86,0.869,24.46,304.62,61.41,12.87,16.59,0.85,-0.81,313.63,1.17,39.058,-76.875,5.09,55.2,3.84,40.15,303.19
,149,737390,921.35,0.874,24.44,304.65,61.11,12.8,16.49,0.79,-0.85,317.12,1.16,39.058,-76.875,5.09,55.2,3.86,40.16,303.24
,150,737391,920.84,0.879,24.42,304.67,60.94,12.75,16.43,0.73,-0.89,320.46,1.15,39.058,-76.875,5.08,55.1,3.89,40.06,303.25
,151,737392,920.33,0.884,24.39,304.69,61.03,12.76,16.43,0.68,-0.92,323.62,1.14,39.058,-76.875,5.08,55.2,3.91,40.06,303.27
,152,737393,919.81,0.889,24.35,304.69,61.34,12.79,16.46,0.63,-0.95,326.57,1.14,39.058,-76.875,5.08,55.2,3.93,40.07,303.28
,153,737394,919.27,0.894,24.29,304.68,61.67,12.83,16.49,0.58,-0.98,329.33,1.14,39.058,-76.875,5.08,55.3,3.96,40.08,303.34
,154,737395,918.7,0.899,24.23,304.68,61.9,12.84,16.49,0.54,-1,331.87,1.14,39.058,-76.875,5.08,55.3,3.98,40.08,303.34
,155,737396,918.1,0.905,24.18,304.68,62.02,12.83,16.48,0.5,-1.02,334.18,1.14,39.058,-76.875,5.09,55.4,4.01,40.12,303.34
,156,737397,917.51,0.911,24.12,304.68,62.06,12.81,16.44,0.46,-1.05,336.24,1.14,39.058,-76.875,5.09,55.4,4.03,40.12,303.34
,157,737398,916.95,0.916,24.07,304.68,62.04,12.77,16.38,0.43,-1.07,338.04,1.15,39.058,-76.875,5.09,55.5,4.06,40.12,303.34
,158,737399,916.43,0.921,24.03,304.69,61.98,12.73,16.32,0.4,-1.08,339.56,1.16,39.058,-76.875,5.08,55.5,4.08,40.1,303.18
,159,737400,915.92,0.926,23.98,304.69,61.94,12.69,16.27,0.38,-1.1,340.82,1.17,39.058,-76.875,5.08,55.5,4.1,40.1,303.18
,160,737401,915.39,0.931,23.93,304.69,62.07,12.69,16.26,0.37,-1.12,341.85,1.18,39.058,-76.875,5.08,55.5,4.12,40.1,303.18
