Header,Index_number,Seconds_UTC,Pressure_hPa,Altitude_km,Temp_degC,RawTemp_degC,Theta_K,RH_percent,Frostpoint_degC,InternalTemp_degC,Ozonecurrent_uA,Ozone_mPa,Ozone_ppmv,PumpTemp_degC,OzoneBattery_V,PumpCurrent_mA,Latitude_deg,Longitude_deg,GPSAltitude_km,WindSpeed_mps,WindDirection_deg
"1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",11,62422,1014.2,0.0168,26.1306,26.2706,298.0776,77.3791,21.8614,49.9499,1.462,5.58712,0.0551,44.28,17,61.00203,39.24245,-76.363,0.028,5.39,156.13
"-99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999",12,62423,1013.74,0.0209,25.8298,25.9698,297.8167,77.1318,21.5183,49.8912,1.4601,5.57961,0.055,44.28,17,61.0196,39.24253,-76.363,0.0351,5.6329,157.232
"Seconds_UTC, s",13,62424,1013.22,0.0254,25.82,25.96,297.85,77.72,21.633,49.95,1.464,5.5951,0.0552,44.28,17,62,39.24262,-76.363,0.041,5.78,158.83
"Pressure_hPa, hPa",14,62425,1012.59,0.0309,26.1327,26.2727,298.2149,77.4279,21.8737,49.9002,1.4815,5.66423,0.056,44.28,17,61.97843,39.24271,-76.3631,0.0482,5.7765,159.9234
"Altitude_km, km",15,62426,1011.91,0.0368,26.7109,26.8509,298.848,76.8787,22.3166,49.9101,1.46,5.57924,0.0551,44.28,17,61,39.24279,-76.3631,0.055,5.62,160.53
"Temp_degC, degC",16,62427,1011.15,0.0435,27.1465,27.2865,299.3466,76.1981,22.5915,49.9396,1.4531,5.55213,0.0549,44.28,17,61,39.24283,-76.3631,0.0611,5.6209,160.5264
"RawTemp_degC, degC",17,62428,1010.4,0.0501,27.5009,27.6409,299.764,75.0057,22.6729,49.9202,1.4592,5.57608,0.0552,44.28,17,61,39.24286,-76.3632,0.0651,5.67,160.3468
"Theta_K, K",18,62429,1009.77,0.0556,27.54,27.68,299.8561,74.8099,22.668,49.93,1.467,5.60692,0.0555,44.28,17,61,39.2429,-76.3632,0.07,5.6701,161.1113
"RH_percent, percent",19,62430,1009.26,0.0601,27.54,27.68,299.8988,74.7674,22.6584,49.9402,1.4699,5.61824,0.0557,44.28,17,61,39.24295,-76.3632,0.0761,5.7014,161.7678
"Frostpoint_degC, degC",20,62431,1008.72,0.0649,27.54,27.68,299.9449,74.6203,22.6261,49.95,1.462,5.58726,0.0554,44.28,17,61,39.243,-76.3632,0.081,5.7798,162.1991
"InternalTemp_degC, degC",21,62432,1008.14,0.07,27.551,27.691,300.0048,74.2207,22.5479,49.97,1.4756,5.64087,0.0559,44.28,17,61,39.24305,-76.3633,0.0851,5.8794,161.0271
"Ozonecurrent_uA, uA",22,62433,1007.64,0.0744,27.5994,27.7394,300.0959,73.7556,22.4917,49.97,1.5056,5.75928,0.0572,44.28,17,61,39.24311,-76.3633,0.0899,5.8503,161.8798
"Ozone_mPa, mPa",23,62434,1007.16,0.0787,27.6707,27.8107,300.2072,72.9745,22.3844,49.9495,1.51,5.77665,0.0574,44.28,17,61,39.24317,-76.3633,0.094,5.9475,163.1721
"Ozone_ppmv, ppmv",24,62435,1006.56,0.0839,27.7393,27.8793,300.3278,72.4255,22.3256,49.9005,1.514,5.79215,0.0575,44.28,17,61,39.24323,-76.3634,0.099,5.6926,162.3779
"PumpTemp_degC, degC",25,62436,1006.04,0.0886,27.7607,27.9007,300.3924,72.2953,22.3166,49.9604,1.5283,5.84868,0.0581,44.28,17,61,39.2433,-76.3634,0.1051,5.4328,162.554
"OzoneBattery_V, V",26,62437,1005.58,0.0926,27.7997,27.9397,300.4704,72.0321,22.2942,49.9798,1.5449,5.91398,0.0588,44.28,17,61,39.24338,-76.3634,0.11,5.0332,160.0004
"PumpCurrent_mA, mA",27,62438,1005.07,0.0971,27.8015,27.9415,300.5169,71.8181,22.247,49.9995,1.559,5.96976,0.0594,44.28,17,61,39.24347,-76.3634,0.1171,5.2095,161.7958
"Latitude_deg, deg",28,62439,1004.5,0.1022,27.9867,28.1267,300.7498,71.5842,22.3708,49.9312,1.561,5.97746,0.0595,44.28,17,61,39.24353,-76.3634,0.1239,5.1412,163.7744
"Longitude_deg, deg",29,62440,1003.74,0.1089,28.0199,28.1599,300.8478,71.071,22.2842,49.94,1.569,6.00904,0.0599,44.28,17,61,39.24357,-76.3634,0.13,4.9604,162.313
"GPSAltitude_km, km",30,62441,1003.06,0.115,28.0802,28.2202,300.9664,70.0229,22.0975,49.9988,1.5752,6.03373,0.0601,44.28,17,61,39.24359,-76.3634,0.1361,5.1471,163.9332
"WindSpeed_mps, mps",31,62442,1002.39,0.1209,28.09,28.23,301.034,69.67,22.025,49.94,1.587,6.0801,0.0607,44.28,17,61,39.24361,-76.3634,0.142,5.5,170.09
"WindDirection_deg, deg",32,62443,1001.68,0.1272,28.1004,28.2404,301.1056,69.1166,21.9032,49.9504,1.6046,6.14965,0.0614,44.28,17,61,39.24364,-76.3634,0.1471,5.385,169.9426
0,33,62444,1001.08,0.1326,28.1197,28.2597,301.1758,68.5097,21.7776,49.97,1.588,6.08398,0.0608,44.28,17,61.00196,39.24367,-76.3633,0.152,5.1594,172.3362
19,34,62445,1000.36,0.139,27.9628,28.1028,301.0807,68.3626,21.5923,49.9798,1.5851,6.07241,0.0607,44.28,17,61.98236,39.24369,-76.3633,0.1569,4.8358,175.4048
"PI_CONTACT_INFO: 8800 Greenbelt Rd, Bldg 33, Room E316,  Greenbelt, MD 20771, 301-614-5549; email: john.t.sullivan@nasa.gov",35,62446,999.73,0.1446,28.1396,28.2796,301.3115,68.4798,21.7896,49.98,1.59,6.09186,0.0609,44.28,17,61.00203,39.24371,-76.3634,0.162,4.83,175.46
PLATFORM: Hart Miller Island,36,62447,999.13,0.1499,27.9196,28.0596,301.1436,68.2,21.5126,49.9996,1.6014,6.13677,0.0614,44.28,17,61,39.24374,-76.3634,0.1661,4.8302,175.46
"LOCATION:  39.242, -76.363, 6 m",37,62448,998.56,0.155,27.9,28.04,301.173,68.2,21.494,49.98,1.62,6.2102,0.0622,44.28,17,61,39.24376,-76.3634,0.17,4.84,175.46
ASSOCIATED_DATA: N/A,38,62449,998.07,0.1594,27.9,28.04,301.2152,68.2882,21.5156,49.98,1.6337,6.26432,0.0628,44.28,17,61,39.24377,-76.3634,0.1739,4.8204,182.1365
"INSTRUMENT_INFO: ECC Ozonesonde with 0.5% KI half buffer solution with 5ATBMT pump corrections, attached to iMet-1-RSB radiosonde. See DM contact for more information",39,62450,997.54,0.1642,27.8901,28.0301,301.2506,68.2009,21.4853,49.9305,1.633,6.26154,0.0628,44.28,17,61,39.2438,-76.3634,0.1789,4.9091,184.0122
DATA_INFO:  All data 1 Hz interval,40,62451,996.95,0.1694,27.8802,28.0202,301.2909,68.2926,21.4978,49.98,1.6384,6.28266,0.063,44.28,17,61,39.24384,-76.3634,0.1841,4.7142,185.8941
"UNCERTAINTY:  ~5-10% in troposphere, ~5% in stratosphere, see Witte et al., (2018, JGR) for more details",41,62452,996.48,0.1735,27.8899,28.0299,301.3416,68.4388,21.5416,49.98,1.6588,6.36355,0.0639,44.29,17,61,39.2439,-76.3635,0.19,4.3926,190.0071
ULOD_FLAG: -77777,42,62453,995.89,0.1788,27.8696,28.0096,301.3725,68.4618,21.5271,49.9898,1.6614,6.3747,0.064,44.35,17,61,39.24397,-76.3635,0.1951,4.1853,193.2261
ULOD_VALUE: N/A,43,62454,995.36,0.1836,27.85,27.99,301.398,68.55,21.53,49.98,1.679,6.4449,0.0647,44.38,17,61,39.24404,-76.3635,0.199,3.95,194.03
LLOD_FLAG: -88888,44,62455,994.8,0.1885,27.8402,27.9802,301.4372,68.4618,21.4996,49.9898,1.6917,6.49578,0.0653,44.41,17,61,39.24411,-76.3634,0.2039,3.8912,195.6378
LLOD_VALUE: N/A,45,62456,994.27,0.1933,27.8196,27.9596,301.4627,68.2801,21.4356,49.9201,1.699,6.52448,0.0656,44.42,17,61,39.24418,-76.3634,0.21,3.9197,197.01
"DM_CONTACT_INFO:  Lance Niño, email: lwn4@cornell.edu",46,62457,993.69,0.1985,27.6235,27.7635,301.3156,68.3095,21.2562,49.9888,1.6843,6.46644,0.0651,44.42,17,61,39.24422,-76.3634,0.2159,3.7825,197.01
PROJECT_INFO: NASA OWLETS-2; https://www-air.larc.nasa.gov/missions/owlets/index.html,47,62458,993.05,0.2042,27.62,27.76,301.3679,68.2801,21.246,49.99,1.696,6.5129,0.0656,44.43,17,61,39.24426,-76.3633,0.222,3.7201,192.9283
"STIPULATIONS_ON_USE:  Please consult PI prior to use/publication, and ensure the data have not been updated since your download.  Use of data should include an offer of co-authorship on any manuscript to PI and DM.",48,62459,992.34,0.2106,27.56,27.7,301.3693,68.4224,21.2226,49.99,1.7,6.52875,0.0658,44.44,17,61,39.24427,-76.3633,0.2281,3.7204,192.9471
OTHER_COMMENTS: Launch Time (UTC): 2018-06-18 17:20:12,49,62460,991.59,0.2173,27.56,27.7,301.434,68.54,21.251,49.99,1.698,6.521,0.0658,44.44,17,61,39.24429,-76.3633,0.235,3.74,194.3
REVISION: R0,50,62461,990.89,0.2236,27.7169,27.8569,301.6516,68.5302,21.3971,49.99,1.7215,6.61384,0.0668,44.44,17,61,39.24434,-76.3633,0.2409,3.9459,195.4667
RA: Initial data submission,51,62462,990.24,0.2294,27.5299,27.6699,301.5211,68.6502,21.248,49.97,1.725,6.62753,0.0669,44.44,17,61,39.2444,-76.3634,0.248,4.1608,199.3911
"R0: Ozonesonde data have been reprocessed according to WMO standards following the ASOPOS Panel (Smit et al., 2012) and Witte et al. (2017, JGR)",52,62463,989.48,0.2362,27.5005,27.6405,301.5573,68.7679,21.248,49.9798,1.7162,6.59273,0.0666,44.44,17,61,39.24447,-76.3633,0.2549,4.5628,199.9401
"Index_number, Seconds_UTC, Pressure_hPa, Altitude_km, Temp_degC, RawTemp_degC, Theta_K, RH_percent, Frostpoint_degC, InternalTemp_degC, Ozonecurrent_uA, Ozone_mPa, Ozone_ppmv, PumpTemp_degC, OzoneBattery_V, PumpCurrent_mA, Latitude_deg, Longitude_deg, GPSAltitude_km, WindSpeed_mps, WindDirection_deg",53,62464,988.78,0.2425,27.2605,27.4005,301.3774,68.8498,21.0384,49.96,1.727,6.63541,0.0671,44.44,17,61,39.24454,-76.3633,0.261,4.57,199.95
,54,62465,988.03,0.2493,27.2598,27.3998,301.443,68.8506,21.0379,49.9798,1.7481,6.71877,0.068,44.44,17,61,39.24459,-76.3632,0.2671,4.888,201.2724
,55,62466,987.33,0.2555,27.2498,27.3898,301.4936,68.8793,21.0346,49.9701,1.7539,6.74172,0.0683,44.44,17,61,39.24462,-76.3632,0.2741,4.7887,206.3692
,56,62467,986.57,0.2624,27.2302,27.3702,301.5406,68.8205,21.0023,49.9799,1.748,6.71849,0.0681,44.44,17,61,39.24464,-76.3632,0.2809,4.6809,209.6339
,57,62468,985.93,0.2682,27.2292,27.3692,301.595,68.8545,21.0093,49.9714,1.7406,6.68927,0.0679,44.45,17,61,39.24467,-76.3631,0.2881,4.5678,211.64
,58,62469,984.93,0.2771,27.19,27.33,301.643,69.08,21.025,50.04,1.72,6.608,0.0671,44.45,17,61,39.2447,-76.3631,0.294,4.46,215.64
,59,62470,984.26,0.2832,27.1704,27.3104,301.6812,68.9624,20.9779,49.9812,1.7278,6.63898,0.0675,44.45,17,61,39.24471,-76.3631,0.2979,4.558,220.4243
,60,62471,983.94,0.2861,27.1552,27.2952,301.6943,68.9994,20.9721,49.9751,1.7334,6.66095,0.0677,44.45,17,61,39.24471,-76.363,0.3014,4.3239,221.6909
,61,62472,983.62,0.2889,27.1402,27.2802,301.7068,69.0395,20.9671,49.9701,1.7389,6.68274,0.0679,44.45,17,61,39.24472,-76.363,0.305,4.0829,222.8857
,62,62473,982.72,0.2971,26.94,27.08,301.5854,68.8321,20.7275,50.0202,1.732,6.65552,0.0677,44.45,17,61,39.24474,-76.363,0.3101,4.001,222.4576
,63,62474,982.23,0.3015,26.94,27.08,301.6276,69.0379,20.7755,50.0398,1.735,6.66708,0.0679,44.45,17,61,39.24477,-76.363,0.3159,4.099,221.2125
,64,62475,981.67,0.3065,27.07,27.21,301.807,68.88,20.862,50.02,1.732,6.6554,0.0678,44.45,17,61,39.2448,-76.363,0.322,4.1,221.2
,65,62476,981.11,0.3117,26.8941,27.0341,301.6801,69.0744,20.7407,49.9737,1.7255,6.62984,0.0676,44.45,17,61,39.24484,-76.3629,0.3285,4.1,221.2
,66,62477,980.5,0.3172,26.862,27.002,301.7007,69.1892,20.7364,50.0151,1.725,6.6278,0.0676,44.45,17,61,39.2449,-76.3629,0.3353,4.109,221.2
,67,62478,979.68,0.3245,26.8591,26.9991,301.7701,69.2014,20.7365,50.02,NaN,NaN,NaN,NaN,NaN,NaN,39.24498,-76.3629,0.3421,4.104,221.0802
,68,62479,979.08,0.33,26.8101,26.9501,301.773,69.2798,20.7081,50.02,NaN,NaN,NaN,NaN,NaN,NaN,39.24503,-76.3628,0.347,3.7707,214.4233
,69,62480,978.38,0.3363,26.7998,26.9398,301.8248,69.231,20.687,50.02,1.7745,6.82307,0.0698,44.45,17,61,39.24505,-76.3627,0.3511,3.6102,211.1433
,70,62481,977.82,0.3414,26.79,26.93,301.864,69.28,20.689,50.02,1.75,6.7264,0.0688,44.45,17,61,39.24508,-76.3626,0.356,3.62,207.31
,71,62482,977.35,0.3457,26.7602,26.9002,301.8752,69.2826,20.6608,50.02,1.7352,6.66814,0.0682,44.45,17,61,39.2451,-76.3626,0.3601,3.6637,203.3532
,72,62483,976.87,0.35,26.7684,26.9084,301.9267,69.3991,20.6962,50.0201,1.7462,6.71158,0.0687,44.45,17,61,39.24513,-76.3625,0.364,3.8309,198.9739
,73,62484,976.3,0.3552,26.5637,26.7037,301.7698,69.2821,20.473,50.0298,1.7774,6.83468,0.07,44.45,17,61,39.24514,-76.3625,0.3679,3.9381,196.9563
,74,62485,975.84,0.3593,26.57,26.71,301.8169,69.3099,20.486,50.03,1.799,6.91953,0.0709,44.45,17,61,39.24515,-76.3624,0.373,4.4889,195.6226
,75,62486,975.29,0.3643,26.54,26.68,301.8359,69.4782,20.4966,50.03,1.7979,6.91549,0.0709,44.45,17,61,39.24516,-76.3624,0.3781,4.698,194.1888
,76,62487,974.76,0.3691,26.54,26.68,301.882,69.39,20.476,50.03,1.794,6.9,0.0708,44.45,17,61,39.24518,-76.3624,0.383,4.6,194.13
,77,62488,974.24,0.3739,26.5302,26.6702,301.9183,69.3606,20.4593,50.03,1.7783,6.83814,0.0702,44.45,17,61,39.2452,-76.3624,0.3869,4.698,194.1888
,78,62489,973.78,0.378,26.4901,26.6301,301.9194,69.6794,20.4949,50.0199,1.775,6.82509,0.0701,44.45,17,61,39.24523,-76.3624,0.392,4.6198,195.1851
,79,62490,973.32,0.3822,26.4998,26.6398,301.9691,69.6014,20.4862,50.0102,1.7779,6.83669,0.0702,44.45,17,61,39.24528,-76.3624,0.3959,4.5905,197.0661
,80,62491,972.86,0.3864,26.49,26.63,301.9999,69.6,20.477,50.01,1.792,6.89199,0.0708,44.45,17,61,39.24533,-76.3624,0.401,4.57,196.5212
,81,62492,972.32,0.3913,26.2827,26.4229,301.8389,69.9569,20.3614,50.0596,1.7923,6.89311,0.0709,44.45,17,61,39.24539,-76.3624,0.4051,4.559,196.5233
,82,62493,971.79,0.3962,26.42,26.57,302.034,70.3,20.581,50.04,1.805,6.9434,0.0714,44.45,17,61,39.24544,-76.3624,0.41,4.01,196.69
,83,62494,971.32,0.4004,26.2539,26.4039,301.9088,70.4037,20.4466,49.9917,1.8097,6.96199,0.0717,44.45,17,61,39.24548,-76.3624,0.4141,3.9806,197.6684
,84,62495,970.86,0.4046,26.43,26.58,302.127,70.5698,20.6529,50.0698,1.797,6.91189,0.0712,44.45,17,61,39.24553,-76.3624,0.418,4.0102,196.689
,85,62496,970.37,0.4091,26.4104,26.5604,302.1506,70.4521,20.6068,49.9914,1.8078,6.95443,0.0717,44.45,17,61,39.24557,-76.3624,0.4209,4.1279,196.1988
,86,62497,969.8,0.4143,26.3902,26.5402,302.1808,70.569,20.6139,49.9801,1.804,6.93953,0.0716,44.45,17,61,39.24562,-76.3624,0.425,4.6954,194.2062
,87,62498,969.34,0.4185,26.3694,26.5194,302.2001,70.4798,20.5733,49.9819,1.8022,6.93235,0.0715,44.45,17,61,39.24566,-76.3623,0.4301,4.7122,194.864
,88,62499,968.92,0.4224,26.3261,26.4761,302.1949,70.4506,20.5252,50.0681,1.8137,6.97757,0.072,44.45,17,61,39.24571,-76.3623,0.4344,4.8193,194.4974
,89,62500,968.54,0.4258,26.19,26.34,302.0909,70.2265,20.3434,50.0442,1.8294,7.03972,0.0727,44.45,17,61,39.24576,-76.3623,0.4386,4.9088,193.59
,90,62501,968.07,0.4301,26.19,26.34,302.1326,69.9787,20.2869,49.999,1.825,7.0223,0.0725,44.45,17,61,39.2458,-76.3623,0.4435,4.8932,193.7835
,91,62502,967.54,0.4349,26.1882,26.3382,302.1775,70.0545,20.302,49.9909,1.8257,7.02516,0.0726,44.45,17,61,39.24581,-76.3623,0.4484,4.8418,195.5955
,92,62503,967.01,0.4398,26.17,26.32,302.2078,70.0079,20.2739,50.001,1.8346,7.06007,0.073,44.45,17,61,39.24582,-76.3623,0.4525,4.954,196.0228
,93,62504,966.47,0.4447,26.1691,26.3191,302.2542,70.0828,20.2907,50.0091,1.8488,7.11625,0.0736,44.45,17,61,39.24583,-76.3623,0.4576,4.8953,198.6117
,94,62505,965.96,0.4494,26.1588,26.3088,302.2893,70.096,20.2837,50,1.8478,7.11231,0.0736,44.45,17,61,39.24586,-76.3622,0.4637,4.8267,200.1998
,95,62506,965.44,0.4541,26.1448,26.2948,302.321,70.011,20.2508,49.9991,1.8541,7.13704,0.0739,44.45,17,61,39.24591,-76.3622,0.4695,4.6587,204.3988
,96,62507,964.89,0.4591,26.0884,26.2384,302.3136,70.2429,20.2504,49.9965,1.8581,7.15271,0.0741,44.45,17,61,39.24596,-76.3622,0.4755,4.7508,207.0525
,97,62508,964.3,0.4645,26.0518,26.2018,302.3297,70.3936,20.2495,50.0636,1.8934,7.29194,0.0756,44.45,17,61,39.246,-76.3622,0.4816,4.7873,208.1464
,98,62509,963.66,0.4704,25.884,26.034,302.2173,70.4559,20.1033,50.004,1.8968,7.30551,0.0758,44.45,17,61,39.24603,-76.3622,0.4888,5.085,213.5002
,99,62510,962.96,0.4768,25.99,26.14,302.3867,70.705,20.2613,50.033,1.8949,7.29801,0.0758,44.45,17,61,39.24604,-76.3621,0.4968,5.319,217.1743
,100,62511,962.18,0.484,25.8088,25.9588,302.2739,70.8912,20.1305,49.9758,1.8907,7.28165,0.0757,44.45,17,61,39.24608,-76.3621,0.5047,5.443,219.0809
,101,62512,961.44,0.4908,25.7817,25.9317,302.3126,71.2643,20.1889,50.02,1.8701,7.20019,0.0749,44.45,17,61,39.24613,-76.362,0.5104,5.8084,223.7436
,102,62513,960.79,0.4969,25.5875,25.7375,302.175,71.1065,19.9672,50.0208,1.9143,7.37457,0.0768,44.45,17,61,39.24618,-76.3619,0.5155,6.2223,231.2505
,103,62514,960.02,0.5038,25.559,25.709,302.2148,71.1676,19.9542,50.03,1.9271,7.42524,0.0773,44.45,17,61,39.24622,-76.3618,0.5216,6.3932,233.4231
,104,62515,959.29,0.5107,25.5465,25.6965,302.2681,71.0761,19.9213,50.0358,1.912,7.36568,0.0768,44.45,17,61,39.24622,-76.3617,0.5275,6.764,238.2429
,105,62516,958.67,0.5162,25.5181,25.6681,302.2944,71.2084,19.9241,50.0744,1.9227,7.40773,0.0773,44.45,17,61,39.2462,-76.3617,0.5315,7.4146,243.2978
,106,62517,958.16,0.521,25.48,25.63,302.3027,71.278,19.9031,50.021,1.9511,7.51981,0.0785,44.45,17,61,39.24619,-76.3617,0.5366,7.489,244.362
,107,62518,957.61,0.5261,25.2992,25.4492,302.1688,71.1825,19.708,50.0283,1.9687,7.58933,0.0793,44.46,17,61,39.24619,-76.3616,0.5425,7.75,244.47
,108,62519,956.98,0.5318,25.286,25.436,302.212,71.3581,19.7347,50.008,1.9519,7.5231,0.0786,44.46,17,61,39.24621,-76.3615,0.5485,7.748,244.47
,109,62520,956.42,0.5371,25.2653,25.4153,302.2421,71.7412,19.801,49.9912,1.9344,7.45416,0.078,44.46,17,61,39.24625,-76.3614,0.5536,7.7147,244.7676
,110,62521,955.89,0.5419,25.3641,25.5141,302.3892,72.0768,19.9717,50.006,1.9457,7.49864,0.0784,44.46,17,61,39.24629,-76.3613,0.5586,7.5673,247.2381
,111,62522,955.31,0.5473,25.2191,25.3691,302.2947,72.3291,19.8882,50.0582,1.9501,7.51599,0.0787,44.46,17,61,39.24634,-76.3612,0.5644,7.2727,249.7502
,112,62523,954.75,0.5524,25.2076,25.3576,302.3338,72.4289,19.8996,50.0408,1.9318,7.4439,0.0779,44.46,17,61,39.24638,-76.3611,0.5683,7.3,253.26
,113,62524,954.15,0.5579,25.1952,25.3452,302.3746,72.5604,19.9164,50.0406,1.9418,7.48334,0.0784,44.46,17,61,39.24644,-76.361,0.5724,7.3094,253.2858
,114,62525,953.67,0.5623,25.3122,25.4622,302.5373,72.7965,20.0815,49.9754,1.9489,7.5112,0.0787,44.46,17,61,39.24648,-76.3609,0.5754,7.3822,253.8574
,115,62526,953.17,0.567,25.3139,25.4639,302.5844,72.8562,20.096,50.02,1.9555,7.53719,0.0791,44.46,17,61,39.24652,-76.3608,0.5794,7.375,257.1595
,116,62527,952.83,0.5702,25.1625,25.3125,302.4613,72.9158,19.9641,50.0208,1.9507,7.51832,0.0789,44.46,17,61,39.24655,-76.3607,0.5832,7.12,258.99
,117,62528,952.47,0.5735,25.2846,25.4346,302.6184,72.87,20.0712,50.03,1.9567,7.5419,0.0792,44.46,17,61,39.24657,-76.3606,0.5864,7.0969,259.1543
,118,62529,952.01,0.5778,25.1242,25.2742,302.4969,72.8779,19.9186,50.0292,1.9438,7.49106,0.0787,44.46,17,61,39.24658,-76.3605,0.5904,6.8808,260.7
,119,62530,951.48,0.5827,24.9528,25.1028,302.3719,72.9911,19.779,50.0191,1.9416,7.48264,0.0786,44.46,17,61,39.2466,-76.3604,0.5955,6.89,260.7
,120,62531,950.98,0.5872,25.0711,25.2211,302.5361,73.233,19.9457,50.0087,1.9458,7.49928,0.0788,44.46,17,61,39.24661,-76.3603,0.6006,6.8887,260.7
,121,62532,950.45,0.5923,25.0088,25.1588,302.5216,73.4671,19.9375,50.0083,1.9302,7.43741,0.0783,44.46,17,61,39.24662,-76.3602,0.6056,6.8812,260.7
,122,62533,949.85,0.5978,24.9845,25.1345,302.5516,73.5266,19.9275,50.0711,1.925,7.41702,0.0781,44.46,17,61,39.24661,-76.3602,0.6106,6.8657,260.7873
,123,62534,949.4,0.6019,24.872,25.022,302.4772,73.592,19.8332,50.071,1.9335,7.45057,0.0785,44.46,17,61,39.2466,-76.3601,0.6156,6.667,261.7004
,124,62535,948.84,0.6071,24.96,25.11,302.6178,73.7106,19.9441,49.9888,1.9378,7.46737,0.0787,44.46,17,61,39.24661,-76.3601,0.6215,6.6412,263.59
,125,62536,948.3,0.6122,24.808,24.958,302.5138,73.796,19.8163,49.986,1.9351,7.45686,0.0787,44.46,17,61,39.24663,-76.3601,0.6254,6.663,263.4772
,126,62537,947.77,0.6171,24.7722,24.9222,302.5256,73.8431,19.7914,50.041,1.9275,7.42685,0.0783,44.46,17,61,39.24664,-76.3601,0.6293,6.777,262.5808
,127,62538,947.24,0.6219,24.6247,24.7747,302.4232,73.78,19.6362,50.0426,1.9332,7.44917,0.0787,44.46,17,61,39.24664,-76.36,0.6324,6.7268,263.7747
,128,62539,946.82,0.6259,24.75,24.9,302.5891,73.7849,19.7581,49.9808,1.9425,7.48607,0.0791,44.46,17,61,39.24662,-76.3599,0.6363,6.5071,264.652
,129,62540,946.41,0.6297,24.7371,24.8871,302.6136,73.8424,19.758,49.9892,1.9355,7.45866,0.0788,44.46,17,61,39.2466,-76.3599,0.6403,6.2403,265.4907
,130,62541,946.04,0.6332,24.5845,24.7345,302.4924,73.8745,19.6177,49.9864,1.9196,7.39591,0.0781,44.46,17,61,39.2466,-76.3598,0.6443,6.1155,265.8291
,131,62542,945.68,0.6365,24.529,24.679,302.4686,73.908,19.5714,50.043,1.9257,7.41981,0.0785,44.46,17,61,39.2466,-76.3597,0.6474,5.958,265.7849
,132,62543,945.28,0.6402,24.517,24.667,302.493,73.824,19.5414,49.986,1.9234,7.41068,0.0784,44.46,17,61,39.2466,-76.3596,0.6514,5.831,266.357
,133,62544,944.82,0.6445,24.4876,24.6376,302.5049,74.0847,19.5704,50.0388,1.9269,7.42444,0.0786,44.46,17,61,39.2466,-76.3596,0.6556,5.6659,266.1565
,134,62545,944.33,0.6491,24.4671,24.6171,302.5287,74.4494,19.6294,50.029,1.9271,7.42527,0.0786,44.46,17,61,39.24659,-76.3595,0.6606,5.7041,265.5996
,135,62546,943.82,0.6538,24.4383,24.5883,302.5458,74.7342,19.6625,50.025,1.9378,7.46797,0.0791,44.47,17,61,39.24659,-76.3595,0.6665,5.65,266.24
