Header,Index_number,Seconds_UTC,Pressure_hPa,Altitude_km,Temp_degC,RawTemp_degC,Theta_K,RH_percent,Frostpoint_degC,InternalTemp_degC,Ozonecurrent_uA,Ozone_mPa,Ozone_ppmv,PumpTemp_degC,OzoneBattery_V,PumpCurrent_mA,Latitude_deg,Longitude_deg,GPSAltitude_km,WindSpeed_mps,WindDirection_deg
"53, 1001",1,72188,1014.41,0.004,28.96,29.06,300.875,63.65,21.371,41.93,1.743,6.7544,0.0666,47.27,17.2,81,39.24215,-76.3628,0.008,0.35,142.24
"Sullivan, John T.",2,72189,1014.46,0.0036,28.9891,29.0891,300.9002,63.6791,21.406,42.0271,1.7469,6.76993,0.0667,47.27,17.2,81,39.24216,-76.3628,0.008,0.35,142.24
NASA/GSFC,3,72190,1014.51,0.0031,29.05,29.15,300.956,63.75,21.482,41.94,1.759,6.8183,0.0672,47.26,17.2,81,39.24216,-76.3628,0.008,0.35,142.24
"Ozonesondes - Electrochemical Concentration Cell (En-Sci), iMet-1-RSB Radiosondes",4,72191,1014.57,0.0026,29.2636,29.3636,301.1638,63.5947,21.6432,41.9885,1.758,6.81442,0.0672,47.26,17.2,81,39.24216,-76.3628,0.008,0.3694,158.3468
OWLETS-2,5,72192,1014.6,0.0023,29.1314,29.2314,301.0294,63.6989,21.5451,42.0098,1.758,6.8143,0.0672,47.26,17.2,81,39.24216,-76.3628,0.007,0.469,172.4991
"1,1",6,72193,1014.71,0.0014,29.4322,29.5322,301.3202,63.9331,21.8889,42.009,1.76,6.82211,0.0672,47.26,17.2,81,39.24216,-76.3628,0.007,0.4721,172.5443
"2018, 06, 29, 2019, 02, 28",7,72194,1014.73,0.0012,29.6555,29.7555,301.5406,64.2438,22.1792,41.9119,1.7551,6.80269,0.067,47.26,17.2,81,39.24216,-76.3628,0.006,0.6857,162.9813
1,8,72195,1014.73,0.0012,30.056,30.156,301.939,64.5173,22.6275,42.0189,1.7501,6.7826,0.0668,47.26,17.2,81.9899,39.24217,-76.3628,0.007,0.69,162.79
"Index_number, number",9,72196,1014.67,0.0017,30.373,30.473,302.26,64.783,22.9961,41.9698,1.7267,6.6895,0.0659,47.26,17.2,82,39.24216,-76.3628,0.007,0.5738,165.662
20,10,72197,1014.64,0.002,30.677,30.777,302.565,64.087,23.1039,41.9502,1.6993,6.58,0.0648,47.26,17.2,82,39.24217,-76.3628,0.006,0.9562,179.858
