Header,Index_number,Seconds_UTC,Pressure_hPa,Altitude_km,Temp_degC,RawTemp_degC,Theta_K,RH_percent,Frostpoint_degC,InternalTemp_degC,Ozonecurrent_uA,Ozone_mPa,Ozone_ppmv,PumpTemp_degC,OzoneBattery_V,PumpCurrent_mA,Latitude_deg,Longitude_deg,GPSAltitude_km,WindSpeed_mps,WindDirection_deg
"53, 1001",1,72171,1009.71,0.06,32.69,32.79,304.992,45.87,19.51,47.83,1.627,6.3627,0.063,40.09,17,69,39.25426,-76.7089,0.058,NaN,NaN
"Sullivan, John T.",2,72172,1009.72,0.0599,32.6803,32.7803,304.9823,45.87,19.5013,47.8397,1.627,6.3627,0.063,40.09,17,69,39.25426,-76.7089,0.059,NaN,NaN
NASA/GSFC,3,72173,1009.63,0.0607,33.09,33.19,305.398,46.0805,19.9462,47.84,1.629,6.37068,0.0631,40.09,17,69,39.25426,-76.7089,0.058,NaN,NaN
"Ozonesondes - Electrochemical Concentration Cell (En-Sci), iMet-1-RSB Radiosondes",4,72174,1009.68,0.0603,33.09,33.19,305.3941,46.3339,20.0349,47.8595,1.627,6.36289,0.063,40.09,17,69,39.25426,-76.7089,0.059,NaN,NaN
OWLETS-2,5,72175,1009.78,0.0594,33.0399,33.1399,305.3359,46.5406,20.0611,47.9197,1.622,6.34255,0.0628,40.09,17,69,39.25426,-76.7089,0.059,NaN,NaN
"1,1",6,72176,1009.68,0.0603,33.0106,33.1106,305.3145,46.6868,20.0855,47.8417,1.6191,6.33086,0.0627,40.09,17,69,39.25426,-76.7089,0.059,NaN,NaN
"2018, 07, 01, 2019, 02, 28",7,72177,1009.62,0.0608,33.0001,33.1001,305.309,46.6801,20.0731,47.8599,1.621,6.33855,0.0628,40.09,17,69,39.25427,-76.7089,0.059,NaN,NaN
1,8,72178,1009.62,0.0608,32.7207,32.8207,305.0306,46.6896,19.8235,47.9178,1.622,6.34245,0.0628,40.09,17,69,39.25427,-76.7089,0.059,0.4386,158.2195
"Index_number, number",9,72179,1009.67,0.0604,33.0586,33.1586,305.3636,46.5008,20.064,47.92,1.623,6.34658,0.0629,40.09,17,69,39.25427,-76.7089,0.06,0.8384,163.7894
20,10,72180,1009.74,0.0597,32.6426,32.7426,304.9427,46.4126,19.6563,47.9491,1.6211,6.33883,0.0628,40.09,17,69,39.25427,-76.7089,0.059,1.0536,163.5673
"1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",11,72181,1009.83,0.0589,32.8462,32.9462,305.1377,46.4006,19.8367,47.8748,1.6191,6.33108,0.0627,40.09,17,69,39.25427,-76.7089,0.059,1.3326,164.2273
"-99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999",12,72182,1009.73,0.0598,32.5952,32.6952,304.8962,46.6279,19.6879,47.94,1.618,6.3266,0.0627,40.09,17,69,39.25427,-76.7089,0.059,1.3566,164.3785
"Seconds_UTC, s",13,72183,1009.7,0.0601,32.3529,32.4529,304.6569,46.5213,19.4321,47.94,1.618,6.3266,0.0627,40.09,17,69,39.25426,-76.7089,0.06,1.686,169.8049
"Pressure_hPa, hPa",14,72184,1009.67,0.0604,32.6181,32.7181,304.9242,46.6726,19.7242,47.95,1.617,6.3226,0.0626,40.09,17,69,39.25426,-76.7089,0.06,1.8734,170.3411
"Altitude_km, km",15,72185,1009.6,0.061,32.9844,33.0844,305.295,46.7917,20.0978,47.95,1.617,6.3226,0.0626,40.09,17,69,39.25426,-76.7089,0.06,2.0291,174.9382
"Temp_degC, degC",16,72186,1009.64,0.0606,33.0678,33.1678,305.3759,46.8,20.176,47.95,1.6131,6.3071,0.0625,40.09,17,69,39.25426,-76.7089,0.06,2.3866,173.0265
"RawTemp_degC, degC",17,72187,1009.64,0.0606,33.7444,33.8444,306.0504,46.9091,20.8276,47.95,1.609,6.29083,0.0623,40.1,17,69,39.25426,-76.7089,0.06,2.7074,171.8491
"Theta_K, K",18,72188,1009.68,0.0603,33.4554,33.5554,305.7586,46.8625,20.5498,48.026,1.6033,6.26837,0.0621,40.13,17,69,39.25426,-76.7089,0.06,2.9285,173.1988
"RH_percent, percent",19,72189,1009.75,0.0596,32.7547,32.8547,305.0539,46.8029,19.8935,48.0014,1.603,6.26777,0.0621,40.16,17,69,39.25426,-76.7089,0.06,3.2065,174.4788
"Frostpoint_degC, degC",20,72190,1009.76,0.0595,32.3602,32.4602,304.6592,46.7447,19.516,47.9539,1.6454,6.43818,0.0638,40.17,17,69,39.25426,-76.7089,0.0628,3.2661,174.909
"InternalTemp_degC, degC",21,72191,1009.47,0.0621,32.5776,32.6776,304.9004,46.921,19.7737,47.9595,1.6404,6.41888,0.0636,40.21,17,68.04762,39.25428,-76.709,0.0687,3.2795,173.7495
"Ozonecurrent_uA, uA",22,72192,1009.23,0.0643,32.3034,32.4034,304.6487,47.1796,19.6124,47.997,1.6326,6.38799,0.0633,40.23,17,68,39.25434,-76.709,0.0736,3.3909,173.69
