Header,Index_number,Seconds_UTC,Pressure_hPa,Altitude_km,Temp_degC,RawTemp_degC,Theta_K,RH_percent,Frostpoint_degC,InternalTemp_degC,Ozonecurrent_uA,Ozone_mPa,Ozone_ppmv,PumpTemp_degC,OzoneBattery_V,PumpCurrent_mA,Latitude_deg,Longitude_deg,GPSAltitude_km,WindSpeed_mps,WindDirection_deg
"53, 1001",1,72275,1011.2,0.06,33.1,33.2,305.273,36.99,16.457,50.64,1.635,6.3975,0.0633,40.66,17,76,39.2542,-76.7091,0.057,0.51,225.92
"Sullivan, John T.",2,72276,1011.15,0.0604,33.168,33.268,305.3448,37.1259,16.5745,50.64,1.6321,6.38585,0.0632,40.66,17,76,39.2542,-76.7091,0.057,0.5003,217.9879
NASA/GSFC,3,72277,1011.1,0.0609,33.2805,33.3805,305.4615,37.3899,16.7854,50.54,1.628,6.36958,0.063,40.66,17,76,39.2542,-76.7091,0.057,0.48,210.15
"Ozonesondes - Electrochemical Concentration Cell (En-Sci), iMet-1-RSB Radiosondes",4,72278,1011.07,0.0612,33.4457,33.5457,305.6287,37.351,16.9146,50.54,1.6261,6.3618,0.0629,40.66,17,76,39.2542,-76.7091,0.057,0.48,210.15
OWLETS-2,5,72279,1010.93,0.0624,33.4679,33.5679,305.6639,37.1883,16.8654,50.6399,1.626,6.36155,0.0629,40.66,17,75,39.25421,-76.7091,0.057,0.48,210.15
"1,1",6,72280,1010.94,0.0623,33.118,33.218,305.314,36.9065,16.4378,50.6302,1.624,6.35388,0.0628,40.66,17,75,39.25421,-76.7091,0.058,0.48,210.15
"2018, 06, 30, 2019, 02, 28",7,72281,1010.88,0.0629,33.3376,33.4376,305.5374,36.8241,16.5959,50.63,1.6259,6.36119,0.0629,40.66,17,75.94854,39.25421,-76.7091,0.058,0.4515,202.8368
1,8,72282,1010.9,0.0627,33.0562,33.1562,305.2552,36.7612,16.321,50.6104,1.6231,6.34995,0.0628,40.66,17,75.02068,39.25421,-76.7091,0.057,0.6067,197.3182
"Index_number, number",9,72283,1010.9,0.0627,32.9432,33.0432,305.1431,36.8008,16.2393,50.6299,1.6169,6.32545,0.0626,40.66,17,76,39.25422,-76.7091,0.057,0.6809,207.3791
20,10,72284,1010.96,0.0621,32.4189,32.5189,304.615,36.859,15.8014,50.6202,1.6101,6.29836,0.0623,40.66,17,76,39.25423,-76.7091,0.055,0.7488,213.4665
"1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",11,72285,1010.84,0.0632,32.2982,32.3982,304.5053,36.6553,15.6085,50.6697,1.6162,6.3225,0.0625,40.66,17,76,39.25423,-76.7091,0.055,0.9928,229.4881
"-99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999",12,72286,1010.79,0.0637,32.1884,32.2884,304.4,36.3623,15.3868,50.6514,1.6272,6.36627,0.063,40.66,17,76,39.25423,-76.7091,0.0559,1.1668,243.1237
"Seconds_UTC, s",13,72287,1010.85,0.0631,32.0637,32.1637,304.2706,36.5635,15.3637,50.6697,1.628,6.36946,0.063,40.66,17,76,39.25423,-76.7091,0.058,1.1857,244.2044
"Pressure_hPa, hPa",14,72288,1010.9,0.0627,32.256,32.356,304.4583,36.7466,15.61,50.6513,1.6261,6.36213,0.0629,40.66,17,76,39.25424,-76.7091,0.058,1.4879,246.5395
