Header,Index_number,Seconds_UTC,Pressure_hPa,Altitude_km,Temp_degC,RawTemp_degC,Theta_K,RH_percent,Frostpoint_degC,InternalTemp_degC,Ozonecurrent_uA,Ozone_mPa,Ozone_ppmv,PumpTemp_degC,OzoneBattery_V,PumpCurrent_mA,Latitude_deg,Longitude_deg,GPSAltitude_km,WindSpeed_mps,WindDirection_deg
"53, 1001",1,73125,1015.79,-0.0153,30.76,30.86,302.556,60.03,22.11,44.4,1.965,7.4369,0.0732,44.91,17,71,39.24216,-76.3628,0.007,NaN,NaN
"Sullivan, John T.",2,73126,1015.76,-0.015,31.1813,31.2813,302.9774,60.379,22.6016,44.4,1.96,7.41643,0.073,44.91,17,71,39.24216,-76.3628,0.007,NaN,NaN
NASA/GSFC,3,73127,1015.74,-0.0148,30.7646,30.8646,302.5646,60.3257,22.1938,44.4012,1.9578,7.40772,0.0729,44.91,17,71,39.24216,-76.3628,0.007,NaN,NaN
"Ozonesondes - Electrochemical Concentration Cell (En-Sci), iMet-1-RSB Radiosondes",4,73128,1015.75,-0.0149,30.6295,30.7295,302.4295,60.2217,22.04,44.4299,1.953,7.38838,0.0727,44.91,17,71,39.24216,-76.3628,0.007,NaN,NaN
OWLETS-2,5,73129,1015.76,-0.015,30.5791,30.6791,302.3781,60.3872,22.0412,44.4212,1.9551,7.39687,0.0728,44.91,17,71,39.24216,-76.3628,0.007,NaN,NaN
"1,1",6,73130,1015.76,-0.015,30.5501,30.6501,302.3491,60.63,22.0801,44.46,1.959,7.4126,0.073,44.91,17,70.9998,39.24216,-76.3628,0.007,NaN,NaN
"2018, 07, 02, 2019, 02, 28",7,73131,1015.64,-0.0139,30.8335,30.9335,302.6413,60.8361,22.3956,44.4658,1.9629,7.42847,0.0731,44.91,17,70,39.24216,-76.3628,0.006,NaN,NaN
1,8,73132,1015.23,-0.0104,30.5216,30.6216,302.366,61.1347,22.1827,44.2627,1.9588,7.41165,0.073,44.91,17,70,39.24216,-76.3628,0.006,NaN,NaN
"Index_number, number",9,73133,1014.82,-0.0067,30.5588,30.6588,302.4382,61.2496,22.2488,44.3312,1.9531,7.38878,0.0728,44.91,17,70,39.24216,-76.3628,0.006,NaN,NaN
20,10,73134,1014.59,-0.0047,30.5006,30.6006,302.3998,61.2297,22.1905,44.3899,1.9589,7.41213,0.0731,44.91,17,70,39.24216,-76.3628,0.006,NaN,NaN
"1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",11,73135,1014.45,-0.0034,30.5643,30.6643,302.4755,61.2102,22.2467,44.3812,1.9478,7.36706,0.0726,44.91,17,70,39.24216,-76.3628,0.005,NaN,NaN
"-99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999",12,73136,1014.37,-0.0027,30.6678,30.7678,302.5848,61.4571,22.4071,44.4096,1.9419,7.34342,0.0724,44.92,17,70,39.24217,-76.3628,0.005,NaN,NaN
"Seconds_UTC, s",13,73137,1014.36,-0.0026,30.569,30.669,302.487,61.32,22.2786,44.3884,1.9363,7.3217,0.0722,44.96,17,70,39.24217,-76.3628,0.005,NaN,NaN
"Pressure_hPa, hPa",14,73138,1014.34,-0.0024,30.7842,30.8842,302.7033,61.3209,22.4848,44.3502,1.943,7.35129,0.0725,45.06,17,70,39.24217,-76.3628,0.005,NaN,NaN
"Altitude_km, km",15,73139,1014.21,-0.0013,30.2259,30.3259,302.159,61.4118,21.9859,44.3712,1.9452,7.36063,0.0726,45.08,17,70,39.24217,-76.3628,0.005,NaN,NaN
"Temp_degC, degC",16,73140,1014.14,-0.0007,30.42,30.52,302.358,61.47,22.18,44.41,1.952,7.3881,0.0729,45.08,17,70,39.24217,-76.3628,0.004,NaN,NaN
