Header,Index_number,Seconds_UTC,Pressure_hPa,Altitude_km,Temp_degC,RawTemp_degC,Theta_K,RH_percent,Frostpoint_degC,InternalTemp_degC,Ozonecurrent_uA,Ozone_mPa,Ozone_ppmv,PumpTemp_degC,OzoneBattery_V,PumpCurrent_mA,Latitude_deg,Longitude_deg,GPSAltitude_km,WindSpeed_mps,WindDirection_deg
"53, 1001",1,62608,1007.57,0.056,32.18,32.32,304.673,45.21,18.82,48.7,1.249,4.8267,0.0479,42.88,16.8,79,39.25413,-76.7095,0.057,NaN,NaN
"Stauffer, Ryan M.",2,62609,1007.63,0.0555,31.9643,32.1043,304.4524,45.7786,18.8249,48.6608,1.2402,4.7918,0.0475,42.88,16.8,79,39.25413,-76.7095,0.057,NaN,NaN
"USRA, NASA/GSFC",3,62610,1007.55,0.0562,32.35,32.49,304.8441,44.9001,18.8636,48.6302,1.241,4.79518,0.0476,42.88,16.8,79,NaN,NaN,NaN,0.2114,0.9092
"Ozonesondes - Electrochemical Concentration Cell (En-Sci), iMet-1-RSB Radiosondes",4,62611,1007.49,0.0567,32.3499,32.4899,304.8489,45.3956,19.0394,48.6406,1.242,4.799,0.0476,42.88,16.8,79,39.25413,-76.7095,0.057,0.2805,45.9017
OWLETS-2,5,62612,1007.5,0.0566,32.34,32.48,304.838,44.96,18.876,48.7,1.242,4.799,0.0476,42.88,16.8,79,39.25413,-76.7095,0.058,0.33,44.07
"1,1",6,62613,1007.6,0.0557,32.2113,32.3513,304.7014,45.0392,18.7879,48.6901,1.238,4.78336,0.0475,42.88,16.8,79,39.25413,-76.7095,0.057,0.33,44.07
"2018, 06, 18, 2019, 02, 28",7,62614,1007.58,0.0559,32.3668,32.5068,304.8578,44.9224,18.887,48.69,NaN,NaN,NaN,NaN,NaN,NaN,39.25412,-76.7095,0.058,0.0653,0.8728
1,8,62615,1007.59,0.0558,32.3855,32.5255,304.8764,45.4082,19.0763,48.7494,1.237,4.77964,0.0474,42.91,16.8,79,39.25412,-76.7095,0.058,0.0617,0
"Index_number, number",9,62616,1007.59,0.0558,32.6704,32.8104,305.1604,46.3597,19.6672,48.7196,1.236,4.77657,0.0474,42.97,16.8,79,39.25412,-76.7095,0.058,0.151,0.1885
20,10,62617,1007.54,0.0563,32.71,32.85,305.204,46.33,19.693,48.67,1.235,4.7734,0.0474,43.02,16.8,79,39.25412,-76.7095,0.059,0.2599,21.1491
"1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",11,62618,1007.46,0.057,32.6806,32.8206,305.1815,47.5543,20.0867,48.6798,1.2409,4.79681,0.0476,43.03,16.8,79,39.25412,-76.7095,0.059,0.3286,0.4358
"-99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999",12,62619,1007.48,0.0568,32.7031,32.8431,305.2021,46.152,19.624,48.7006,1.253,4.84483,0.0481,43.03,16.8,79,39.25412,-76.7095,0.06,0.3289,5.4631
"Seconds_UTC, s",13,62620,1007.53,0.0564,32.3404,32.4804,304.8364,45.7304,19.1485,48.73,1.252,4.8409,0.048,43.03,16.8,79,39.25412,-76.7095,0.06,0.2701,293.0021
"Pressure_hPa, hPa",14,62621,1007.48,0.0568,32.0532,32.1932,304.5541,45.1069,18.6693,48.73,1.255,4.85267,0.0482,43.03,16.8,79,39.25412,-76.7095,0.06,0.3195,270.2537
"Altitude_km, km",15,62622,1007.48,0.0568,32.2654,32.4054,304.7654,44.9433,18.803,48.7888,1.2511,4.83733,0.048,43.03,16.8,79,39.25411,-76.7095,0.06,0.32,270
"Temp_degC, degC",16,62623,1007.53,0.0564,32.3817,32.5217,304.8776,45.5771,19.1321,48.7117,1.242,4.80115,0.0477,43.03,16.8,79,39.25411,-76.7095,0.061,0.4621,255.1747
"RawTemp_degC, degC",17,62624,1007.54,0.0563,32.9883,33.1283,305.4822,45.9464,19.8112,48.8002,1.2402,4.79437,0.0476,43.03,16.8,79.00792,39.2541,-76.7095,0.061,0.5725,237.1938
"Theta_K, K",18,62625,1007.56,0.0561,32.7704,32.9104,305.2624,45.5009,19.4567,48.8299,1.2709,4.91596,0.0488,43.03,16.8,79.99802,39.2541,-76.7096,0.065,0.8794,242.6691
"RH_percent, percent",19,62626,1007.7,0.0548,31.997,32.137,304.4793,44.365,18.3543,48.6735,1.3111,5.0751,0.0504,43.03,16.8,80,39.25409,-76.7096,0.0718,1.0463,226.2815
"Frostpoint_degC, degC",20,62627,1007.32,0.0582,31.2517,31.3917,303.7679,44.0453,17.5674,48.7599,1.284,4.96751,0.0493,43.03,16.8,80,39.25409,-76.7096,0.079,1.0524,226.0439
"InternalTemp_degC, degC",21,62628,1007.03,0.0608,31.4674,31.6074,304.0081,44.7021,17.9968,48.7501,1.2781,4.94418,0.0491,43.03,16.8,80,39.25412,-76.7096,0.083,1.3465,241.5341
"Ozonecurrent_uA, uA",22,62629,1006.51,0.0655,31.0481,31.1881,303.6337,45.6074,17.9368,48.7998,1.2745,4.92999,0.049,43.03,16.8,80,39.25416,-76.7096,0.0891,1.3519,241.8837
"Ozone_mPa, mPa",23,62630,1006.12,0.0689,30.9402,31.0802,303.5601,46.0192,17.9819,48.79,1.3009,5.03479,0.05,43.03,16.8,80,39.2542,-76.7096,0.094,1.4598,250.9818
"Ozone_ppmv, ppmv",24,62631,1005.56,0.0739,30.9498,31.0898,303.6177,46.2353,18.0642,48.7704,1.3167,5.09703,0.0507,43.03,16.8,80,39.25418,-76.7096,0.0999,1.5481,251
"PumpTemp_degC, degC",25,62632,1004.98,0.0791,30.6375,30.7775,303.3567,46.7621,17.9614,48.7802,1.331,5.15406,0.0513,43.03,16.8,80,NaN,NaN,NaN,1.5493,250.966
"OzoneBattery_V, V",26,62633,1004.59,0.0826,30.3206,30.4606,303.0736,47.0295,17.7644,48.8099,1.336,5.17366,0.0515,43.03,16.8,80,NaN,NaN,NaN,1.4602,246.7185
"PumpCurrent_mA, mA",27,62634,1004.02,0.0876,30.2417,30.3817,303.0436,47.2648,17.7718,48.8198,1.3331,5.16206,0.0514,43.03,16.8,80,39.25415,-76.7095,0.1149,1.4991,241.8276
"Latitude_deg, deg",28,62635,1003.43,0.0929,30.1855,30.3255,303.0381,48.1712,18.0216,48.8193,1.3504,5.23065,0.0521,43.03,16.8,80,39.25417,-76.7094,0.1201,1.3593,229.7618
"Longitude_deg, deg",29,62636,1003.02,0.0966,29.9208,30.0608,302.8087,48.828,17.9961,48.7801,1.3719,5.31604,0.053,43.03,16.8,80,39.25418,-76.7094,0.124,1.9084,232.2226
"GPSAltitude_km, km",30,62637,1002.48,0.1014,29.8125,29.9525,302.7474,48.5661,17.8113,48.7995,1.3808,5.3512,0.0534,43.03,16.8,80,39.2542,-76.7093,0.1269,2.3694,231.7315
"WindSpeed_mps, mps",31,62638,1002.01,0.1056,29.7695,29.9095,302.7452,48.7172,17.8209,48.8597,1.4016,5.43338,0.0542,43.03,16.8,80,39.25421,-76.7092,0.129,2.6348,230.6173
"WindDirection_deg, deg",32,62639,1001.52,0.1099,29.7401,29.8801,302.758,49.1387,17.9317,48.8401,1.4339,5.56152,0.0555,43.03,16.8,80,39.25424,-76.7092,0.131,2.9191,232.2252
0,33,62640,1001.12,0.1136,29.74,29.88,302.7925,49.6829,18.1057,48.8203,1.4626,5.67532,0.0567,43.03,16.8,80,39.25428,-76.7092,0.134,3.147,239.1103
