Header,Index_number,Seconds_UTC,Pressure_hPa,Altitude_km,Temp_degC,RawTemp_degC,Theta_K,RH_percent,Frostpoint_degC,InternalTemp_degC,Ozonecurrent_uA,Ozone_mPa,Ozone_ppmv,PumpTemp_degC,OzoneBattery_V,PumpCurrent_mA,Latitude_deg,Longitude_deg,GPSAltitude_km,WindSpeed_mps,WindDirection_deg
"53, 1001",1,63759,1009.1,0.056,34.08,34.22,306.437,43.47,19.903,42.01,2.544,9.7105,0.0962,36.23,16.7,59,39.2542,-76.7089,0.071,2.95,138.94
"Stauffer, Ryan M.",2,63760,1008.8,0.0587,33.4329,33.5729,305.8184,43.1563,19.2059,42.0002,2.496,9.5257,0.0944,36.23,16.7,58.01961,39.25423,-76.7089,0.0788,2.8716,134.1851
"USRA, NASA/GSFC",3,63761,1008.35,0.0627,33.3403,33.4803,305.7642,44.0663,19.4569,42.0299,2.485,9.48366,0.094,36.23,16.7,58,39.25428,-76.7089,0.084,2.5513,130.7437
"Ozonesondes - Electrochemical Concentration Cell (En-Sci), iMet-1-RSB Radiosondes",4,63762,1007.85,0.0672,33.1935,33.3335,305.6615,44.7926,19.5879,42.0788,2.4459,9.33322,0.0926,36.23,16.7,58,39.25434,-76.7089,0.0908,2.55,130.73
OWLETS-2,5,63763,1007.1,0.074,33.0269,33.1669,305.5595,45.1515,19.5657,42.07,2.4753,9.44617,0.0938,36.23,16.7,58,39.25436,-76.7089,0.1021,2.5454,130.7435
"1,1",6,63764,1006.36,0.0806,32.7131,32.8531,305.3115,45.2985,19.3343,42.07,2.5057,9.56313,0.095,36.23,16.7,58,39.25438,-76.7089,0.1089,2.0846,132.0965
"2018, 07, 02, 2019, 02, 28",7,63765,1005.56,0.0877,32.5547,32.6947,305.2216,45.3097,19.1951,42.1574,2.4293,9.26934,0.0922,36.23,16.7,58,39.25436,-76.7089,0.1158,2.2838,141.9518
1,8,63766,1004.94,0.0933,32.3804,32.5204,305.1012,45.9786,19.2728,42.0702,2.446,9.33335,0.0929,36.23,16.7,58,39.25434,-76.709,0.122,2.29,142.25
"Index_number, number",9,63767,1004.19,0.1001,32.1745,32.3145,304.9611,46.4301,19.2436,42.1091,2.5086,9.57439,0.0953,36.23,16.7,58.97843,39.25435,-76.709,0.1288,2.5542,142.25
20,10,63768,1003.44,0.1068,32.1396,32.2796,304.992,46.7824,19.3325,42.1699,2.4698,9.42519,0.0939,36.23,16.7,58.99411,39.25438,-76.709,0.135,2.8201,140.4135
"1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",11,63769,1002.7,0.1134,32.0808,32.2208,304.9969,47.1745,19.4129,42.1503,2.4434,9.32333,0.093,36.23,16.7,58.01372,39.25442,-76.709,0.1409,2.8397,135.9919
"-99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999",12,63770,1001.92,0.1205,31.6933,31.8333,304.677,47.6537,19.2236,42.1403,2.4749,9.44467,0.0943,36.23,16.7,58.96667,39.25445,-76.709,0.1497,2.869,131.609
"Seconds_UTC, s",13,63771,1001.16,0.1273,31.6601,31.8001,304.7097,47.9781,19.3025,42.1499,2.473,9.43777,0.0943,36.24,16.7,59,39.25446,-76.7091,0.157,2.87,131.46
"Pressure_hPa, hPa",14,63772,1000.4,0.1341,31.5625,31.7025,304.6788,48.0092,19.2241,42.1403,2.4428,9.3232,0.0932,36.3,16.7,59,39.25443,-76.7091,0.1619,2.9577,131.9278
"Altitude_km, km",15,63773,999.6,0.1412,31.4999,31.6399,304.6844,48.5331,19.3409,42.1901,2.4452,9.33399,0.0934,36.35,16.7,59,39.2544,-76.7092,0.167,2.9788,135.5749
"Temp_degC, degC",16,63774,998.95,0.1471,31.4901,31.6301,304.7324,48.9154,19.4576,42.1999,2.4707,9.43242,0.0944,36.36,16.7,59,39.25438,-76.7092,0.1719,2.8318,138.6926
"RawTemp_degC, degC",17,63775,998.37,0.1524,31.2285,31.3685,304.5209,48.9297,19.2236,42.2291,2.4584,9.38517,0.094,36.36,16.7,59,39.25438,-76.7092,0.1768,2.6266,134.7683
"Theta_K, K",18,63776,997.7,0.1584,31.4192,31.5592,304.7699,49.2985,19.5187,42.2499,2.4869,9.49474,0.0952,36.36,16.7,58.00412,39.25438,-76.7092,0.182,2.4507,133.5844
"RH_percent, percent",19,63777,997.03,0.1644,31.227,31.367,304.6359,49.493,19.4061,42.2403,2.4638,9.40602,0.0943,36.36,16.7,58,39.25438,-76.7092,0.1868,2.5465,127.5673
"Frostpoint_degC, degC",20,63778,996.38,0.1703,31.1801,31.3201,304.646,49.8094,19.4659,42.23,2.472,9.43743,0.0947,36.36,16.7,58,39.25439,-76.7092,0.192,2.6598,124.0868
"InternalTemp_degC, degC",21,63779,995.8,0.1755,31.1702,31.3102,304.6861,50.0253,19.5257,42.2594,2.5229,9.63328,0.0968,36.36,16.7,58.97843,39.25442,-76.7092,0.1979,2.4839,125.3617
"Ozonecurrent_uA, uA",22,63780,995.14,0.1815,31.1299,31.2699,304.7042,50.4524,19.6256,42.2999,2.5499,9.7372,0.0979,36.36,16.7,59,39.25446,-76.7093,0.205,2.4095,121.7147
"Ozone_mPa, mPa",23,63781,994.52,0.1871,31.1103,31.2503,304.7385,50.8445,19.7325,42.2803,2.5283,9.65416,0.0971,36.36,16.7,59,39.25449,-76.7093,0.2119,2.3212,124.1657
"Ozone_ppmv, ppmv",24,63782,993.86,0.193,31.1003,31.2403,304.7854,51.111,19.8075,42.2897,2.4874,9.49669,0.0956,36.36,16.7,59,39.25452,-76.7094,0.2168,2.3297,113.6537
"PumpTemp_degC, degC",25,63783,993.21,0.1989,30.9907,31.1307,304.7323,51.1796,19.7285,42.3397,2.5128,9.59466,0.0966,36.36,16.7,59,39.25452,-76.7095,0.224,2.3201,106.4027
"OzoneBattery_V, V",26,63784,992.49,0.2054,30.8243,30.9643,304.6297,51.3359,19.6247,42.3497,2.5481,9.73027,0.0981,36.36,16.7,59,39.25453,-76.7095,0.2308,2.32,106.36
"PumpCurrent_mA, mA",27,63785,991.77,0.212,30.9894,31.1294,304.8586,51.7604,19.9086,42.33,2.5569,9.76418,0.0985,36.36,16.7,59,NaN,NaN,NaN,2.3203,106.3876
"Latitude_deg, deg",28,63786,990.98,0.2191,30.7051,30.8451,304.6419,51.9466,19.7057,42.33,2.502,9.5529,0.0964,36.36,16.7,59,NaN,NaN,NaN,2.487,120.1621
"Longitude_deg, deg",29,63787,990.31,0.2253,30.6904,30.8304,304.6871,52.1137,19.7434,42.3396,2.4654,9.412,0.0951,36.36,16.7,58.03725,39.25467,-76.7096,0.2498,2.49,120.41
"GPSAltitude_km, km",30,63788,989.63,0.2313,30.6504,30.7904,304.7058,52.3674,19.7846,42.3697,2.5026,9.55526,0.0966,36.36,16.7,58,39.2547,-76.7096,0.2549,2.589,124.161
"WindSpeed_mps, mps",31,63789,988.96,0.2374,30.65,30.79,304.7642,52.5447,19.8384,42.37,2.5506,9.73985,0.0984,36.36,16.7,58,39.25471,-76.7096,0.2618,2.6871,121.6668
"WindDirection_deg, deg",32,63790,988.63,0.2404,30.6155,30.7555,304.7581,52.5648,19.8129,42.3848,2.549,9.73401,0.0985,36.36,16.7,58,39.2547,-76.7096,0.2694,2.7146,119.4854
0,33,63791,988.32,0.2432,30.5797,30.7197,304.7498,52.5805,19.7849,42.4,2.5459,9.72198,0.0984,36.36,16.7,58,39.25468,-76.7096,0.277,2.74,117.3067
19,34,63792,987.69,0.2489,30.4412,30.5812,304.6663,52.8278,19.7325,42.3901,2.5039,9.56016,0.0968,36.36,16.7,58,39.25465,-76.7096,0.2829,2.7251,110.6945
"PI_CONTACT_INFO: 8800 Greenbelt Rd, Bldg 33, Room E316,  Greenbelt, MD 20771, 301-614-5549; email: john.t.sullivan@nasa.gov",35,63793,987.06,0.2547,30.3028,30.4428,304.5827,53.0751,19.68,42.3802,2.4618,9.39834,0.0952,36.36,16.7,58,39.25462,-76.7096,0.2889,2.7103,104.0823
"PLATFORM: University of Maryland, Baltimore County",36,63794,985.64,0.2676,30.2808,30.4208,304.6867,53.9159,19.9134,42.428,2.5062,9.56919,0.0971,36.37,16.7,58,39.25459,-76.7096,0.2957,2.5467,93.2757
"LOCATION:  39.254, -76.709, 60 m",37,63795,984.96,0.2737,30.2204,30.3604,304.685,53.9798,19.8763,42.4399,2.5428,9.71175,0.0986,36.42,16.7,58,39.25457,-76.7097,0.303,2.4804,90.0176
ASSOCIATED_DATA: N/A,38,63796,984.24,0.2803,30.2103,30.3503,304.7386,54.019,19.8779,42.479,2.5742,9.83451,0.1,36.48,16.7,58,39.25456,-76.7097,0.3108,2.2559,93.1282
