Header,Index_number,Seconds_UTC,Pressure_hPa,Altitude_km,Temp_degC,RawTemp_degC,Theta_K,RH_percent,Frostpoint_degC,InternalTemp_degC,Ozonecurrent_uA,Ozone_mPa,Ozone_ppmv,PumpTemp_degC,OzoneBattery_V,PumpCurrent_mA,Latitude_deg,Longitude_deg,GPSAltitude_km,WindSpeed_mps,WindDirection_deg
"53, 1001",1,71779,1007.53,0.06,34.71,34.82,307.204,44.92,21.003,44.64,1.854,6.6763,0.0663,39.4,17.2,59,39.25423,-76.709,0.061,1,256.79
"Sullivan, John T.",2,71780,1007.56,0.0597,34.76,34.87,307.251,44.9701,21.066,44.64,1.855,6.68022,0.0663,39.4,17.2,59,39.25423,-76.7089,0.062,0.86,270
NASA/GSFC,3,71781,1007.66,0.0588,34.7697,34.8797,307.2529,45.0089,21.0893,44.64,1.8569,6.68789,0.0664,39.4,17.2,59,39.25423,-76.7089,0.062,0.86,270
"Ozonesondes - Electrochemical Concentration Cell (En-Sci), iMet-1-RSB Radiosondes",4,71782,1007.56,0.0597,35.1781,35.2881,307.6682,45.0905,21.4875,44.6401,1.855,6.68016,0.0663,39.4,17.2,59,39.25423,-76.7089,0.062,0.8593,270
OWLETS-2,5,71783,1007.53,0.06,34.8049,34.9149,307.2988,45.1862,21.1851,44.6689,1.8531,6.6726,0.0662,39.4,17.2,59,39.25424,-76.7089,0.062,0.7254,270
"1,1",6,71784,1007.59,0.0595,34.7305,34.8405,307.2195,44.7834,20.9727,44.67,1.847,6.6489,0.066,39.4,17.2,59,39.25424,-76.7089,0.062,0.72,270
"2018, 07, 02, 2019, 02, 28",7,71785,1007.63,0.0591,34.3598,34.4698,306.8457,44.8215,20.6514,44.7492,1.8571,6.68848,0.0664,39.4,17.2,59,39.25425,-76.7089,0.063,0.6298,270
1,8,71786,1007.75,0.058,34.3404,34.4504,306.8166,44.9671,20.6873,44.6716,1.8668,6.72674,0.0668,39.4,17.2,59,39.25425,-76.7089,0.063,0.6104,270
"Index_number, number",9,71787,1007.63,0.0591,33.91,34.02,306.3973,44.9624,20.2969,44.7496,1.8889,6.81412,0.0676,39.41,17.2,58,39.25424,-76.7088,0.063,0.55,252.11
20,10,71788,1007.38,0.0613,33.91,34.02,306.4186,45.1469,20.3629,44.7205,1.8831,6.79286,0.0674,39.49,17.2,58,39.25424,-76.7088,0.063,0.55,252.11
"1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",11,71789,1007.47,0.0605,33.9357,34.0457,306.4367,45.1905,20.4024,44.7403,1.857,6.69081,0.0664,39.53,17.2,58,39.25425,-76.7088,0.063,0.5105,237.0276
"-99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999",12,71790,1007.52,0.0601,34.295,34.405,306.791,45.2196,20.7373,44.7597,1.856,6.68547,0.0664,39.46,17.2,58,39.25425,-76.7088,0.063,0.5396,229.3771
"Seconds_UTC, s",13,71791,1007.48,0.0604,34.2928,34.4028,306.7919,45.1196,20.6994,44.7794,1.8721,6.7477,0.067,39.41,17.2,58,39.25425,-76.7088,0.066,0.503,208.8163
"Pressure_hPa, hPa",14,71792,1007.4,0.0612,33.9138,34.0238,306.4207,45.1002,20.3495,44.7503,1.876,6.76324,0.0671,39.42,17.2,58,39.25425,-76.7088,0.066,0.6584,201.7803
"Altitude_km, km",15,71793,1007.38,0.0613,34.297,34.407,306.8049,45.1091,20.699,44.8387,1.8718,6.74777,0.067,39.46,17.2,58,39.25425,-76.7088,0.066,0.7892,194.2788
"Temp_degC, degC",16,71794,1007.47,0.0605,34.161,34.271,306.662,45.0703,20.562,44.7804,1.8631,6.71453,0.0666,39.52,17.2,58,39.25424,-76.7088,0.066,1.2071,185.5908
"RawTemp_degC, degC",17,71795,1007.39,0.0613,33.9479,34.0579,306.4557,44.8868,20.3036,44.7607,1.8736,6.75614,0.0671,39.52,17.2,58,39.25424,-76.7088,0.067,1.827,174.8673
"Theta_K, K",18,71796,1007.43,0.0609,34.3085,34.4185,306.8125,44.9497,20.6515,44.77,1.882,6.78957,0.0674,39.54,17.2,58,39.25424,-76.7088,0.066,2.0492,174.1115
"RH_percent, percent",19,71797,1007.37,0.0614,34.3386,34.4486,306.8474,44.7594,20.6101,44.8653,1.8782,6.77464,0.0672,39.54,17.2,58,39.25423,-76.7088,0.066,2.9745,173.2522
"Frostpoint_degC, degC",20,71798,1007.31,0.062,34.3203,34.4303,306.8342,44.9467,20.6611,44.7717,1.877,6.76997,0.0672,39.54,17.2,58,39.25423,-76.7088,0.068,3.02,173.21
"InternalTemp_degC, degC",21,71799,1007.18,0.0631,34.3009,34.4109,306.8264,45.0169,20.6696,44.8751,1.9104,6.90174,0.0685,39.54,17.2,58.95534,39.25422,-76.7088,0.0728,3.9944,175.4646
"Ozonecurrent_uA, uA",22,71800,1006.98,0.0649,33.9017,34.0117,306.4453,44.8811,20.2606,44.7781,1.899,6.85677,0.0681,39.54,17.2,59,39.25424,-76.7088,0.0795,4.4753,177.4687
"Ozone_mPa, mPa",23,71801,1006.62,0.0682,33.1361,33.2461,305.7121,44.5971,19.4677,44.7982,1.8782,6.77479,0.0673,39.54,17.2,58.05906,39.2543,-76.7089,0.0847,4.51,176.9237
