Header,Index_number,Seconds_UTC,Pressure_hPa,Altitude_km,Temp_degC,RawTemp_degC,Theta_K,RH_percent,Frostpoint_degC,InternalTemp_degC,Ozonecurrent_uA,Ozone_mPa,Ozone_ppmv,PumpTemp_degC,OzoneBattery_V,PumpCurrent_mA,Latitude_deg,Longitude_deg,GPSAltitude_km,WindSpeed_mps,WindDirection_deg
"53, 1001",1,63760,1007.45,0.06,34.63,34.77,307.13,40.64,19.312,47.58,2.4,9.9144,0.0984,41.43,16.8,76,39.25418,-76.7089,0.07,0.81,180
"Sullivan, John T.",2,63761,1007.31,0.0613,33.2947,33.4347,305.8094,40.1285,17.9208,47.4915,2.4826,10.26316,0.102,41.44,16.8,75,39.25418,-76.7088,0.0751,0.7212,172.3443
NASA/GSFC,3,63762,1006.82,0.0656,32.3368,32.4768,304.8956,39.4101,16.7838,47.5873,2.4567,10.15464,0.101,41.46,16.8,75,39.25418,-76.7088,0.0818,0.7979,153.2351
"Ozonesondes - Electrochemical Concentration Cell (En-Sci), iMet-1-RSB Radiosondes",4,63763,1006.38,0.0697,31.8852,32.0252,304.4838,40.2691,16.7214,47.5505,2.4432,10.09806,0.1,41.48,16.8,75,39.2542,-76.7088,0.0879,0.8296,142.3775
OWLETS-2,5,63764,1005.89,0.074,31.8602,32.0002,304.4998,40.8553,16.9263,47.5798,2.4073,9.94732,0.0989,41.5,16.8,75,39.25425,-76.7089,0.0949,0.8598,142.25
"1,1",6,63765,1005.2,0.0801,31.8371,31.9771,304.5366,41.3132,17.0816,47.5601,2.4042,9.93513,0.0988,41.52,16.8,75,39.25431,-76.7088,0.1021,0.9898,142.25
"2018, 07, 02, 2019, 02, 28",7,63766,1004.42,0.087,31.471,31.611,304.2384,41.7078,16.9039,47.5698,2.433,10.05673,0.1,41.53,16.8,75,39.25434,-76.7088,0.1112,0.9711,142.524
1,8,63767,1003.75,0.0931,31.0975,31.2375,303.9233,42.0335,16.6922,47.5602,2.3908,9.87886,0.0984,41.53,16.8,75,39.25436,-76.7088,0.1179,1.019,153.9417
"Index_number, number",9,63768,1003.15,0.0985,31.2376,31.3776,304.1158,42.65,17.0471,47.6289,2.3743,9.80888,0.0978,41.53,16.8,75,39.25434,-76.7089,0.1229,1.2955,149.9194
20,10,63769,1002.34,0.1056,31.0084,31.1484,303.9559,43.2067,17.0456,47.6949,2.4444,10.10504,0.1008,41.53,16.8,75,39.25432,-76.7089,0.1295,1.4205,151.4159
"1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",11,63770,1001.68,0.1116,31.0898,31.2298,304.0947,43.5893,17.2585,47.7,2.444,10.10325,0.101,41.53,16.8,75,39.25433,-76.709,0.138,1.5996,142.2701
"-99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999",12,63771,1001.06,0.1171,30.851,30.991,303.9095,43.7334,17.0946,47.7,2.4125,9.97013,0.0996,41.53,16.8,75,39.25435,-76.709,0.1437,1.6382,146.2936
"Seconds_UTC, s",13,63772,1000.15,0.1253,30.5931,30.7331,303.7311,44.135,17.007,47.6506,2.4298,10.0432,0.1,41.53,16.8,75,39.25439,-76.709,0.1509,2.0153,132.8614
"Pressure_hPa, hPa",14,63773,999.49,0.1312,30.59,30.73,303.7855,44.4226,17.1064,47.65,2.4495,10.12644,0.101,41.53,16.8,75,39.25442,-76.709,0.1578,2.2149,132.3587
"Altitude_km, km",15,63774,998.72,0.1381,30.5504,30.6904,303.8127,44.3805,17.0555,47.65,2.4243,10.01992,0.1,41.53,16.8,75,39.25442,-76.709,0.1639,2.3091,134.6167
"Temp_degC, degC",16,63775,998.09,0.1439,30.5207,30.6607,303.8374,44.7315,17.1526,47.7379,2.426,10.0271,0.1,41.53,16.8,75,39.25439,-76.7091,0.1679,2.4857,138.6332
"RawTemp_degC, degC",17,63776,997.34,0.1505,30.212,30.352,303.5935,44.9903,16.9654,47.7207,2.453,10.14097,0.1019,41.53,16.8,75,39.25436,-76.7091,0.1738,2.6248,142.1181
"Theta_K, K",18,63777,996.65,0.1567,30.3781,30.5181,303.8193,45.2907,17.2205,47.72,2.454,10.1454,0.102,41.53,16.8,75,39.25434,-76.7091,0.1787,2.5456,140.7498
"RH_percent, percent",19,63778,995.87,0.1637,30.1653,30.3053,303.6739,45.4539,17.0846,47.7991,2.4542,10.1464,0.102,41.53,16.8,75,39.25434,-76.7092,0.1851,2.3662,140.1357
"Frostpoint_degC, degC",20,63779,995.27,0.1691,30.3415,30.4815,303.9033,45.9198,17.4047,47.7698,2.4617,10.1778,0.102,41.53,16.8,75,39.25434,-76.7092,0.1901,2.2385,134.0488
"InternalTemp_degC, degC",21,63780,994.68,0.1743,30.4142,30.5542,304.0266,46.5069,17.672,47.7595,2.4415,10.09272,0.101,41.53,16.8,75,39.25434,-76.7092,0.1952,2.1421,131.3239
"Ozonecurrent_uA, uA",22,63781,994.14,0.1793,30.1054,30.2454,303.7654,46.6538,17.4415,47.7518,2.4332,10.05755,0.1011,41.53,16.8,75,39.25436,-76.7091,0.1992,1.9914,125.6687
"Ozone_mPa, mPa",23,63782,993.49,0.1851,29.98,30.12,303.6962,47.0341,17.4564,47.7982,2.4657,10.19505,0.103,41.53,16.8,75,39.25438,-76.7091,0.2052,2.03,116.67
"Ozone_ppmv, ppmv",24,63783,992.88,0.1905,29.9841,30.1241,303.7533,47.2202,17.5231,47.7246,2.4984,10.33261,0.104,41.53,16.8,75,39.25442,-76.7092,0.2123,2.028,116.9149
"PumpTemp_degC, degC",25,63784,992.16,0.197,30.0586,30.1986,303.8908,47.4292,17.6601,47.81,2.5033,10.35347,0.1039,41.53,16.8,75,39.25446,-76.7092,0.2183,1.9927,121.1316
"OzoneBattery_V, V",26,63785,991.49,0.2032,30.0323,30.1723,303.9228,47.6941,17.7243,47.8095,2.48,10.2552,0.103,41.53,16.8,75,39.25447,-76.7093,0.2232,2.0341,116.6165
"PumpCurrent_mA, mA",27,63786,990.71,0.2102,29.7044,29.8444,303.663,47.8924,17.4914,47.7944,2.4815,10.26165,0.1041,41.53,16.8,75,39.25448,-76.7094,0.2304,2.2149,114.2638
"Latitude_deg, deg",28,63787,989.97,0.2168,29.7831,29.9231,303.8063,48.2815,17.6913,47.8703,2.5084,10.37499,0.105,41.53,16.8,75,39.25449,-76.7095,0.2372,2.2985,113.1233
"Longitude_deg, deg",29,63788,989.14,0.2244,29.867,30.007,303.9634,48.3513,17.7911,47.8764,2.5195,10.42169,0.1049,41.53,16.8,75,39.25452,-76.7095,0.2443,2.2547,108.2102
"GPSAltitude_km, km",30,63789,988.47,0.2304,29.6745,29.8145,303.8294,48.7182,17.7354,47.8269,2.4926,10.30821,0.1039,41.53,16.8,75,39.25457,-76.7095,0.2494,2.3468,114.0184
"WindSpeed_mps, mps",31,63790,987.91,0.2355,29.8432,29.9832,304.0469,49.0631,18.0017,47.9109,2.4633,10.18484,0.103,41.53,16.8,75,39.25463,-76.7095,0.2542,2.5519,122.9158
"WindDirection_deg, deg",32,63791,987.26,0.2414,29.6293,29.7693,303.8901,49.1626,17.8373,47.9374,2.4757,10.23698,0.1041,41.53,16.8,75,39.25466,-76.7095,0.2614,2.6204,124.8321
0,33,63792,986.59,0.2474,29.6091,29.7491,303.928,49.2164,17.8363,47.8938,2.5006,10.34286,0.105,41.55,16.8,75,39.25467,-76.7095,0.2675,2.7809,122.7019
19,34,63793,986.02,0.2526,29.4683,29.6083,303.8368,49.424,17.7747,47.825,2.5077,10.37294,0.105,41.56,16.8,75,39.25465,-76.7095,0.2743,2.9161,120.6962
"PI_CONTACT_INFO: 8800 Greenbelt Rd, Bldg 33, Room E316,  Greenbelt, MD 20771, 301-614-5549; email: john.t.sullivan@nasa.gov",35,63794,985.28,0.2592,29.2956,29.4356,303.7288,49.6975,17.7043,47.9091,2.5006,10.34424,0.1049,41.59,16.8,75,39.25463,-76.7095,0.2805,3.0328,115.9103
"PLATFORM: University of Maryland, Baltimore County",36,63795,984.63,0.2652,29.5509,29.6909,304.0428,50.1174,18.071,47.8988,2.4855,10.28056,0.104,41.59,16.8,75,39.2546,-76.7095,0.2863,3.163,110.172
"LOCATION:  39.254, -76.709, 60 m",37,63796,984,0.2708,29.2557,29.3957,303.8007,50.4087,17.8931,47.88,2.479,10.25311,0.1041,41.6,16.8,75,39.25458,-76.7095,0.2926,3.0448,103.4274
ASSOCIATED_DATA: N/A,38,63797,983.38,0.2765,29.4059,29.5459,304.0067,50.5159,18.064,47.8782,2.4889,10.29585,0.105,41.62,16.8,75,39.25455,-76.7096,0.2994,2.9829,96.8453
