Header,Index_number,Seconds_UTC,Pressure_hPa,Altitude_km,Temp_degC,RawTemp_degC,Theta_K,RH_percent,Frostpoint_degC,InternalTemp_degC,Ozonecurrent_uA,Ozone_mPa,Ozone_ppmv,PumpTemp_degC,OzoneBattery_V,PumpCurrent_mA,Latitude_deg,Longitude_deg,GPSAltitude_km,WindSpeed_mps,WindDirection_deg
"53, 1001",1,61412,1013.84,0.06,27.17,27.31,299.143,54.22,17.126,49.25,1.497,5.8684,0.0579,41.82,16.9,60,39.25432,-76.7093,0.058,0.13,270
"Sullivan, John T.",2,61413,1013.83,0.0601,26.9538,27.0938,298.929,54.1991,16.92,49.2505,1.5002,5.88167,0.058,41.82,16.9,60,39.25432,-76.7093,0.058,0.1272,257.2181
NASA/GSFC,3,61414,1013.78,0.0605,26.8263,26.9663,298.8052,54.1709,16.794,49.26,1.5049,5.90083,0.0582,41.82,16.9,60,39.25432,-76.7093,0.058,0.0723,0.7098
"Ozonesondes - Electrochemical Concentration Cell (En-Sci), iMet-1-RSB Radiosondes",4,61415,1013.83,0.0601,26.7222,26.8622,298.6981,53.9128,16.6228,49.26,1.503,5.89306,0.0581,41.82,16.9,60,39.25432,-76.7093,0.058,0.14,21.17
OWLETS-2,5,61416,1013.87,0.0597,26.8303,26.9703,298.8023,54.0497,16.7632,49.26,1.505,5.90113,0.0582,41.82,16.9,60,39.25432,-76.7093,0.058,0.14,21.17
"1,1",6,61417,1013.83,0.0601,26.8559,26.9959,298.8312,54.023,16.7787,49.26,1.5059,5.90476,0.0582,41.82,16.9,60,39.25431,-76.7093,0.057,0.1362,22.0692
"2018, 06, 08, 2019, 02, 28",7,61418,1013.77,0.0606,26.6084,26.7484,298.5892,54.246,16.6143,49.2604,1.5041,5.8975,0.0582,41.82,16.9,60,39.25431,-76.7093,0.057,0.0672,42.2952
1,8,61419,1013.82,0.0602,26.5636,26.7036,298.5403,54.1561,16.5468,49.2711,1.5071,5.90962,0.0583,41.82,16.9,60,39.25431,-76.7093,0.057,0.0024,149.9493
"Index_number, number",9,61420,1013.96,0.059,26.3326,26.4726,298.2987,54.3816,16.3979,49.3092,1.51,5.92161,0.0584,41.82,16.9,60,39.25431,-76.7093,0.057,0.093,142.4764
20,10,61421,1013.86,0.0598,26.5038,26.6438,298.4781,54.5042,16.5922,49.2494,1.5118,5.92896,0.0585,41.82,16.9,60,39.25431,-76.7093,0.0571,0.313,159.2331
"1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",11,61422,1013.8,0.0603,26.2495,26.3895,298.2293,54.5654,16.3742,49.2409,1.509,5.91721,0.0584,41.82,16.9,60,39.25432,-76.7093,0.058,0.3586,166.2006
"-99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999",12,61423,1013.87,0.0597,26.2403,26.3803,298.214,54.4636,16.3364,49.2597,1.5081,5.91368,0.0583,41.82,16.9,60.03067,39.25432,-76.7093,0.057,0.3309,179.1627
"Seconds_UTC, s",13,61424,1013.98,0.0588,26.2496,26.3896,298.215,54.2684,16.2881,49.2504,1.5109,5.9253,0.0584,41.83,16.9,60.96003,39.25432,-76.7093,0.057,0.3588,153.7911
"Pressure_hPa, hPa",14,61425,1013.94,0.0591,26.2798,26.4198,298.2476,54.2899,16.3224,49.2975,1.5158,5.94616,0.0587,41.87,16.9,60,39.25432,-76.7093,0.0569,0.3669,152.7
"Altitude_km, km",15,61426,1013.99,0.0587,25.9827,26.1227,297.9477,54.1413,16.0049,49.2603,1.513,5.93669,0.0585,41.97,16.9,60,39.25432,-76.7093,0.056,0.4691,152.7
"Temp_degC, degC",16,61427,1013.99,0.0587,26.2048,26.3448,298.1688,54.1498,16.2131,49.3089,1.5218,5.97257,0.0589,41.97,16.9,60,39.25432,-76.7093,0.056,0.6557,158.6909
"RawTemp_degC, degC",17,61428,1013.92,0.0593,26.2685,26.4085,298.2383,54.1113,16.2602,49.3185,1.522,5.97329,0.0589,41.97,16.9,60,39.25431,-76.7093,0.0571,0.6838,159.0018
"Theta_K, K",18,61429,1013.96,0.059,26.5961,26.7361,298.561,54.1606,16.5778,49.2603,1.521,5.96945,0.0589,41.97,16.9,60,39.2543,-76.7093,0.059,0.8326,165.6504
