Header,Index_number,Seconds_UTC,Pressure_hPa,Altitude_km,Temp_degC,RawTemp_degC,Theta_K,RH_percent,Frostpoint_degC,InternalTemp_degC,Ozonecurrent_uA,Ozone_mPa,Ozone_ppmv,PumpTemp_degC,OzoneBattery_V,PumpCurrent_mA,Latitude_deg,Longitude_deg,GPSAltitude_km,WindSpeed_mps,WindDirection_deg
"53, 1001",1,63626,1016.36,0.004,28.78,28.92,300.535,49.17,17.066,52.31,1.528,6.3051,0.062,52.55,17,85,39.24226,-76.3628,0.008,NaN,NaN
"Sullivan, John T.",2,63627,1016.42,0.0035,28.808,28.948,300.5584,49.2541,17.1193,52.3474,1.5271,6.30117,0.062,52.55,17,85,39.24226,-76.3628,0.0089,NaN,NaN
NASA/GSFC,3,63628,1016.45,0.0032,28.8376,28.9776,300.5858,49.3613,17.1801,52.2855,1.5307,6.31646,0.0622,52.55,17,85,39.24226,-76.3628,0.009,NaN,NaN
"Ozonesondes - Electrochemical Concentration Cell (En-Sci), iMet-1-RSB Radiosondes",4,63629,1016.44,0.0033,28.7864,28.9264,300.5353,49.4861,17.1734,52.2711,1.539,6.35174,0.0625,52.55,17,85,39.24226,-76.3628,0.0081,NaN,NaN
OWLETS-2,5,63630,1016.34,0.0042,28.5111,28.6511,300.2694,49.4722,16.9171,52.2885,1.5419,6.36359,0.0626,52.55,17,85,39.24226,-76.3628,0.008,NaN,NaN
"1,1",6,63631,1016.26,0.0049,28.62,28.76,300.385,49.24,16.943,52.35,1.546,6.3811,0.0628,52.55,17,85,39.24226,-76.3628,0.008,NaN,NaN
"2018, 06, 17, 2019, 02, 28",7,63632,1016.2,0.0054,28.6108,28.7508,300.3804,48.9556,16.843,52.3133,1.5616,6.44697,0.0634,52.55,17,85.91743,39.24226,-76.3628,0.008,NaN,NaN
1,8,63633,1016.21,0.0053,28.3726,28.5126,300.1426,48.8707,16.5976,52.3001,1.5679,6.47377,0.0637,52.55,17,86,39.24226,-76.3628,0.008,NaN,NaN
"Index_number, number",9,63634,1016.2,0.0054,28.1683,28.3083,299.9402,49.2183,16.5226,52.3092,1.5909,6.5708,0.0646,52.55,17,86,39.24226,-76.3628,0.008,0.36,152.69
20,10,63635,1016.1,0.0063,28.0965,28.2365,299.8765,49.0894,16.4152,52.2922,1.5832,6.53811,0.0643,52.55,17,86,39.24226,-76.3628,0.008,0.3689,143.3669
"1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",11,63636,1016.09,0.0064,28.3624,28.5024,300.1425,49.2607,16.7136,52.2991,1.5747,6.50249,0.064,52.55,17,85.09183,39.24226,-76.3628,0.008,0.3518,150.2409
"-99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999",12,63637,1016.06,0.0066,28.2136,28.3536,299.9964,49.1314,16.5361,52.3,1.5703,6.48371,0.0638,52.55,17,85,39.24226,-76.3628,0.008,0.35,151.05
