Header,Index_number,Seconds_UTC,Pressure_hPa,Altitude_km,Temp_degC,RawTemp_degC,Theta_K,RH_percent,Frostpoint_degC,InternalTemp_degC,Ozonecurrent_uA,Ozone_mPa,Ozone_ppmv,PumpTemp_degC,OzoneBattery_V,PumpCurrent_mA,Latitude_deg,Longitude_deg,GPSAltitude_km,WindSpeed_mps,WindDirection_deg
"53, 1001",1,72363,1010.61,0.004,27.88,27.98,300.123,73.67,22.741,45.18,1.451,5.5952,0.0554,43.34,16.9,64,39.2423,-76.3628,0.008,8.91,177.78
"Sullivan, John T.",2,72364,1010.57,0.0044,28.3996,28.4996,300.6436,73.7876,23.2675,45.2388,1.45,5.59138,0.0553,43.34,16.9,64,39.2423,-76.3628,0.007,9.0375,178.2212
NASA/GSFC,3,72365,1010.55,0.0045,28.19,28.29,300.437,73.72,23.051,45.19,1.447,5.5794,0.0552,43.34,16.9,64,39.2423,-76.3628,0.007,9.04,178.23
"Ozonesondes - Electrochemical Concentration Cell (En-Sci), iMet-1-RSB Radiosondes",4,72366,1010.63,0.0038,28.0832,28.1832,300.3234,73.7006,22.9432,45.1803,1.446,5.57552,0.0552,43.34,16.9,64,39.2423,-76.3628,0.0099,9.6225,181.6086
OWLETS-2,5,72367,1010.62,0.0039,28.42,28.52,300.66,73.99,23.332,45.17,1.509,5.8252,0.0576,43.34,16.9,64,39.24232,-76.3628,0.013,10.07,178.97
"1,1",6,72368,1010.5,0.005,27.8763,27.9763,300.128,73.6793,22.7398,45.1506,1.5158,5.85219,0.0579,43.34,16.9,63.02912,39.24235,-76.3629,0.0159,10.0117,178.3486
"2018, 06, 18, 2019, 02, 28",7,72369,1010.19,0.0077,27.23,27.33,299.51,73.45,22.067,45.28,1.481,5.7142,0.0566,43.34,16.9,63,39.24239,-76.3629,0.019,10.01,178.33
1,8,72370,1009.28,0.0157,27.1614,27.2614,299.5188,73.4304,21.9964,45.3192,1.5143,5.84636,0.058,43.34,16.9,63.98039,39.24249,-76.3628,0.0259,9.8629,177.8594
"Index_number, number",9,72371,1008.91,0.0189,26.11,26.21,298.501,73.36,20.97,45.33,1.56,6.0275,0.0597,43.34,16.9,64,39.24261,-76.3628,0.035,9.59,178.23
20,10,72372,1008.61,0.0216,26.5316,26.6316,298.9471,73.1443,21.3269,45.1731,1.5355,5.93024,0.0588,43.34,16.9,63.01961,39.24273,-76.3629,0.0428,9.8743,182.4163
"1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1",11,72373,1008.2,0.0252,26.88,26.98,299.3296,71.1834,21.2185,45.2199,1.5538,6.00274,0.0595,43.34,16.9,63,39.24286,-76.3629,0.0511,9.8822,182.4757
"-99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999, -99999",12,72374,1007.54,0.031,26.88,26.98,299.3849,70.5232,21.067,45.2102,1.5295,5.90652,0.0586,43.34,16.9,63,39.24294,-76.3629,0.0569,10.1055,180.0485
